Temps (s);CH1 (V);CH2 (V)
-1.944000e-03;0.840;0.020
-1.942000e-03;0.880;0.000
-1.940000e-03;0.880;0.020
-1.938000e-03;0.920;0.000
-1.936000e-03;0.920;0.000
-1.934000e-03;0.960;0.040
-1.932000e-03;0.960;0.000
-1.930000e-03;0.960;0.000
-1.928000e-03;1.000;0.000
-1.926000e-03;1.000;0.000
-1.924000e-03;1.040;0.020
-1.922000e-03;1.040;0.000
-1.920000e-03;1.080;0.020
-1.918000e-03;1.080;0.020
-1.916000e-03;1.120;0.040
-1.914000e-03;1.120;0.020
-1.912000e-03;1.160;0.020
-1.910000e-03;1.200;0.000
-1.908000e-03;1.160;0.020
-1.906000e-03;1.200;-0.020
-1.904000e-03;1.200;0.000
-1.902000e-03;1.200;0.020
-1.900000e-03;1.240;0.000
-1.898000e-03;1.280;-0.020
-1.896000e-03;1.320;0.000
-1.894000e-03;1.320;0.000
-1.892000e-03;1.320;-0.020
-1.890000e-03;1.360;0.000
-1.888000e-03;1.360;0.020
-1.886000e-03;1.360;0.020
-1.884000e-03;1.360;0.020
-1.882000e-03;1.400;0.000
-1.880000e-03;1.400;0.000
-1.878000e-03;1.400;-0.020
-1.876000e-03;1.440;0.000
-1.874000e-03;1.440;0.000
-1.872000e-03;1.440;-0.020
-1.870000e-03;1.480;-0.040
-1.868000e-03;1.480;0.020
-1.866000e-03;1.480;0.000
-1.864000e-03;1.480;0.000
-1.862000e-03;1.520;0.020
-1.860000e-03;1.520;0.020
-1.858000e-03;1.520;0.000
-1.856000e-03;1.520;-0.020
-1.854000e-03;1.520;0.020
-1.852000e-03;1.520;0.000
-1.850000e-03;1.560;0.000
-1.848000e-03;1.560;0.000
-1.846000e-03;1.560;0.020
-1.844000e-03;1.560;0.000
-1.842000e-03;1.560;-0.020
-1.840000e-03;1.560;0.020
-1.838000e-03;1.560;-0.020
-1.836000e-03;1.560;0.000
-1.834000e-03;1.600;0.020
-1.832000e-03;1.600;0.020
-1.830000e-03;1.600;0.000
-1.828000e-03;1.600;0.020
-1.826000e-03;1.600;0.020
-1.824000e-03;1.600;-0.020
-1.822000e-03;1.640;0.000
-1.820000e-03;1.640;-0.040
-1.818000e-03;1.640;0.000
-1.816000e-03;1.640;0.000
-1.814000e-03;1.640;0.000
-1.812000e-03;1.640;0.000
-1.810000e-03;1.640;0.040
-1.808000e-03;1.680;0.000
-1.806000e-03;1.680;-0.020
-1.804000e-03;1.680;0.000
-1.802000e-03;1.680;0.000
-1.800000e-03;1.680;-0.020
-1.798000e-03;1.680;0.000
-1.796000e-03;1.720;0.020
-1.794000e-03;1.680;-0.020
-1.792000e-03;1.720;0.020
-1.790000e-03;1.720;-0.020
-1.788000e-03;1.720;-0.060
-1.786000e-03;1.720;0.000
-1.784000e-03;1.720;0.000
-1.782000e-03;1.720;0.000
-1.780000e-03;1.720;0.000
-1.778000e-03;1.720;0.000
-1.776000e-03;1.720;0.020
-1.774000e-03;1.720;0.040
-1.772000e-03;1.760;0.000
-1.770000e-03;1.720;0.000
-1.768000e-03;1.760;0.020
-1.766000e-03;1.760;0.000
-1.764000e-03;1.760;-0.040
-1.762000e-03;1.760;0.020
-1.760000e-03;1.760;0.020
-1.758000e-03;1.760;0.000
-1.756000e-03;1.760;0.040
-1.754000e-03;1.800;0.020
-1.752000e-03;1.800;0.000
-1.750000e-03;1.760;-0.020
-1.748000e-03;1.800;0.020
-1.746000e-03;1.800;0.020
-1.744000e-03;1.800;0.020
-1.742000e-03;1.800;0.040
-1.740000e-03;1.800;0.000
-1.738000e-03;1.800;0.040
-1.736000e-03;1.840;-0.020
-1.734000e-03;1.840;0.000
-1.732000e-03;1.840;0.000
-1.730000e-03;1.840;0.020
-1.728000e-03;1.840;0.000
-1.726000e-03;1.880;0.020
-1.724000e-03;1.840;0.000
-1.722000e-03;1.880;0.020
-1.720000e-03;1.880;0.000
-1.718000e-03;1.880;0.000
-1.716000e-03;1.880;0.000
-1.714000e-03;1.880;-0.040
-1.712000e-03;1.920;0.020
-1.710000e-03;1.880;0.000
-1.708000e-03;1.920;0.020
-1.706000e-03;1.880;0.040
-1.704000e-03;1.880;0.000
-1.702000e-03;1.920;0.000
-1.700000e-03;1.880;-0.020
-1.698000e-03;1.920;0.000
-1.696000e-03;1.920;0.000
-1.694000e-03;1.920;0.000
-1.692000e-03;1.960;0.020
-1.690000e-03;1.960;0.020
-1.688000e-03;1.960;0.000
-1.686000e-03;1.960;0.000
-1.684000e-03;2.000;0.000
-1.682000e-03;1.960;0.020
-1.680000e-03;1.960;0.000
-1.678000e-03;2.000;0.020
-1.676000e-03;2.000;0.020
-1.674000e-03;2.040;-0.020
-1.672000e-03;2.040;0.020
-1.670000e-03;2.000;0.020
-1.668000e-03;2.040;0.020
-1.666000e-03;2.040;0.020
-1.664000e-03;2.040;0.000
-1.662000e-03;2.040;0.000
-1.660000e-03;2.080;-0.020
-1.658000e-03;2.080;0.000
-1.656000e-03;2.080;0.000
-1.654000e-03;2.080;0.020
-1.652000e-03;2.080;0.020
-1.650000e-03;2.080;0.020
-1.648000e-03;2.080;0.000
-1.646000e-03;2.080;-0.020
-1.644000e-03;2.080;0.000
-1.642000e-03;2.080;-0.020
-1.640000e-03;2.120;0.000
-1.638000e-03;2.080;0.000
-1.636000e-03;2.120;0.020
-1.634000e-03;2.120;0.000
-1.632000e-03;2.120;0.020
-1.630000e-03;2.120;0.020
-1.628000e-03;2.160;0.020
-1.626000e-03;2.160;0.000
-1.624000e-03;2.160;0.000
-1.622000e-03;2.160;0.000
-1.620000e-03;2.160;-0.020
-1.618000e-03;2.200;0.000
-1.616000e-03;2.160;0.020
-1.614000e-03;2.160;0.020
-1.612000e-03;2.160;0.000
-1.610000e-03;2.200;-0.040
-1.608000e-03;2.200;0.000
-1.606000e-03;2.200;0.000
-1.604000e-03;2.200;0.020
-1.602000e-03;2.200;0.020
-1.600000e-03;2.200;0.040
-1.598000e-03;2.240;0.020
-1.596000e-03;2.240;0.020
-1.594000e-03;2.200;0.000
-1.592000e-03;2.240;0.000
-1.590000e-03;2.240;0.000
-1.588000e-03;2.240;0.020
-1.586000e-03;2.240;0.000
-1.584000e-03;2.240;0.000
-1.582000e-03;2.240;0.000
-1.580000e-03;2.240;0.000
-1.578000e-03;2.240;0.040
-1.576000e-03;2.240;0.020
-1.574000e-03;2.280;0.000
-1.572000e-03;2.240;0.000
-1.570000e-03;2.240;0.020
-1.568000e-03;2.280;0.000
-1.566000e-03;2.280;0.000
-1.564000e-03;2.280;0.060
-1.562000e-03;2.280;0.000
-1.560000e-03;2.280;0.020
-1.558000e-03;2.280;0.000
-1.556000e-03;2.280;0.000
-1.554000e-03;2.280;0.000
-1.552000e-03;2.280;0.000
-1.550000e-03;2.280;-0.020
-1.548000e-03;2.320;0.000
-1.546000e-03;2.320;0.000
-1.544000e-03;2.320;-0.020
-1.542000e-03;2.320;0.020
-1.540000e-03;2.280;0.020
-1.538000e-03;2.320;0.020
-1.536000e-03;2.320;-0.040
-1.534000e-03;2.320;0.000
-1.532000e-03;2.360;-0.020
-1.530000e-03;2.360;0.000
-1.528000e-03;2.320;0.040
-1.526000e-03;2.320;0.000
-1.524000e-03;2.360;0.000
-1.522000e-03;2.360;0.000
-1.520000e-03;2.360;0.000
-1.518000e-03;2.360;-0.020
-1.516000e-03;2.360;0.020
-1.514000e-03;2.360;0.040
-1.512000e-03;2.360;0.020
-1.510000e-03;2.360;0.000
-1.508000e-03;2.360;-0.020
-1.506000e-03;2.360;0.000
-1.504000e-03;2.360;-0.020
-1.502000e-03;2.360;0.000
-1.500000e-03;2.400;0.000
-1.498000e-03;2.360;0.000
-1.496000e-03;2.360;-0.060
-1.494000e-03;2.400;0.020
-1.492000e-03;2.400;0.020
-1.490000e-03;2.360;0.020
-1.488000e-03;2.400;0.000
-1.486000e-03;2.400;0.000
-1.484000e-03;2.400;0.000
-1.482000e-03;2.400;-0.020
-1.480000e-03;2.440;0.000
-1.478000e-03;2.400;0.000
-1.476000e-03;2.400;0.020
-1.474000e-03;2.400;0.020
-1.472000e-03;2.440;0.020
-1.470000e-03;2.440;0.000
-1.468000e-03;2.440;0.000
-1.466000e-03;2.440;0.000
-1.464000e-03;2.440;0.000
-1.462000e-03;2.400;0.000
-1.460000e-03;2.440;0.000
-1.458000e-03;2.440;0.020
-1.456000e-03;2.440;0.040
-1.454000e-03;2.440;0.020
-1.452000e-03;2.440;0.000
-1.450000e-03;2.440;0.020
-1.448000e-03;2.440;0.000
-1.446000e-03;2.440;0.000
-1.444000e-03;2.440;-0.020
-1.442000e-03;2.440;0.000
-1.440000e-03;2.440;0.000
-1.438000e-03;2.440;0.000
-1.436000e-03;2.440;0.020
-1.434000e-03;2.440;0.000
-1.432000e-03;2.440;-0.020
-1.430000e-03;2.440;0.020
-1.428000e-03;2.440;0.000
-1.426000e-03;2.440;0.020
-1.424000e-03;2.480;0.020
-1.422000e-03;2.440;0.020
-1.420000e-03;2.440;0.000
-1.418000e-03;2.440;0.000
-1.416000e-03;2.480;-0.020
-1.414000e-03;2.440;0.000
-1.412000e-03;2.440;0.000
-1.410000e-03;2.480;0.000
-1.408000e-03;2.480;0.000
-1.406000e-03;2.480;0.020
-1.404000e-03;2.480;0.000
-1.402000e-03;2.480;0.020
-1.400000e-03;2.480;0.040
-1.398000e-03;2.480;0.000
-1.396000e-03;2.480;0.000
-1.394000e-03;2.480;-0.020
-1.392000e-03;2.480;0.000
-1.390000e-03;2.480;-0.020
-1.388000e-03;2.480;0.020
-1.386000e-03;2.480;0.020
-1.384000e-03;2.480;0.000
-1.382000e-03;2.480;0.020
-1.380000e-03;2.480;0.020
-1.378000e-03;2.480;0.020
-1.376000e-03;2.480;-0.020
-1.374000e-03;2.480;0.000
-1.372000e-03;2.520;0.000
-1.370000e-03;2.480;0.000
-1.368000e-03;2.480;-0.040
-1.366000e-03;2.520;0.020
-1.364000e-03;2.520;-0.020
-1.362000e-03;2.480;0.000
-1.360000e-03;2.520;0.000
-1.358000e-03;2.480;0.000
-1.356000e-03;2.480;0.000
-1.354000e-03;2.520;-0.020
-1.352000e-03;2.520;0.000
-1.350000e-03;2.480;0.020
-1.348000e-03;2.480;0.000
-1.346000e-03;2.520;0.020
-1.344000e-03;2.520;0.020
-1.342000e-03;2.520;0.000
-1.340000e-03;2.520;0.000
-1.338000e-03;2.520;0.020
-1.336000e-03;2.520;-0.020
-1.334000e-03;2.480;0.000
-1.332000e-03;2.520;0.000
-1.330000e-03;2.520;0.020
-1.328000e-03;2.520;0.000
-1.326000e-03;2.520;0.000
-1.324000e-03;2.520;0.020
-1.322000e-03;2.520;0.040
-1.320000e-03;2.520;0.000
-1.318000e-03;2.520;-0.020
-1.316000e-03;2.520;0.000
-1.314000e-03;2.520;-0.020
-1.312000e-03;2.520;0.020
-1.310000e-03;2.560;0.000
-1.308000e-03;2.520;0.040
-1.306000e-03;2.520;0.000
-1.304000e-03;2.520;0.000
-1.302000e-03;2.480;0.000
-1.300000e-03;2.520;0.000
-1.298000e-03;2.480;0.000
-1.296000e-03;2.520;0.000
-1.294000e-03;2.520;0.020
-1.292000e-03;2.520;0.000
-1.290000e-03;2.480;0.020
-1.288000e-03;2.480;0.000
-1.286000e-03;2.480;0.060
-1.284000e-03;2.440;0.000
-1.282000e-03;2.480;0.040
-1.280000e-03;2.440;0.020
-1.278000e-03;2.440;0.020
-1.276000e-03;2.480;-0.020
-1.274000e-03;2.440;0.000
-1.272000e-03;2.440;0.000
-1.270000e-03;2.440;0.000
-1.268000e-03;2.440;0.020
-1.266000e-03;2.440;0.020
-1.264000e-03;2.400;0.020
-1.262000e-03;2.400;0.020
-1.260000e-03;2.360;0.000
-1.258000e-03;2.360;0.000
-1.256000e-03;2.360;0.000
-1.254000e-03;2.360;0.060
-1.252000e-03;2.320;0.020
-1.250000e-03;2.280;0.000
-1.248000e-03;2.280;-0.020
-1.246000e-03;2.240;0.000
-1.244000e-03;2.240;-0.020
-1.242000e-03;2.240;0.000
-1.240000e-03;2.240;0.040
-1.238000e-03;2.240;0.020
-1.236000e-03;2.200;0.000
-1.234000e-03;2.200;0.000
-1.232000e-03;2.200;0.000
-1.230000e-03;2.160;0.000
-1.228000e-03;2.120;0.000
-1.226000e-03;2.120;-0.020
-1.224000e-03;2.120;0.000
-1.222000e-03;2.080;-0.040
-1.220000e-03;2.080;0.000
-1.218000e-03;2.080;0.000
-1.216000e-03;2.080;0.020
-1.214000e-03;2.080;0.000
-1.212000e-03;2.040;0.020
-1.210000e-03;2.040;0.020
-1.208000e-03;2.000;-0.020
-1.206000e-03;2.000;0.000
-1.204000e-03;1.960;0.020
-1.202000e-03;1.960;0.000
-1.200000e-03;1.920;0.000
-1.198000e-03;1.920;0.000
-1.196000e-03;1.880;0.000
-1.194000e-03;1.880;-0.020
-1.192000e-03;1.880;0.020
-1.190000e-03;1.840;0.020
-1.188000e-03;1.800;0.020
-1.186000e-03;1.840;0.000
-1.184000e-03;1.800;0.020
-1.182000e-03;1.760;0.000
-1.180000e-03;1.720;0.000
-1.178000e-03;1.720;0.000
-1.176000e-03;1.720;0.020
-1.174000e-03;1.720;0.020
-1.172000e-03;1.680;-0.060
-1.170000e-03;1.640;0.020
-1.168000e-03;1.640;0.000
-1.166000e-03;1.600;0.020
-1.164000e-03;1.600;0.000
-1.162000e-03;1.560;0.040
-1.160000e-03;1.560;0.020
-1.158000e-03;1.560;0.020
-1.156000e-03;1.520;-0.020
-1.154000e-03;1.480;0.020
-1.152000e-03;1.480;0.000
-1.150000e-03;1.440;0.000
-1.148000e-03;1.400;0.000
-1.146000e-03;1.400;0.000
-1.144000e-03;1.360;0.000
-1.142000e-03;1.360;0.000
-1.140000e-03;1.360;0.060
-1.138000e-03;1.360;0.000
-1.136000e-03;1.320;0.020
-1.134000e-03;1.320;-0.020
-1.132000e-03;1.280;0.020
-1.130000e-03;1.240;0.000
-1.128000e-03;1.200;0.000
-1.126000e-03;1.200;0.020
-1.124000e-03;1.200;0.020
-1.122000e-03;1.160;0.020
-1.120000e-03;1.160;0.000
-1.118000e-03;1.120;0.020
-1.116000e-03;1.080;-0.020
-1.114000e-03;1.080;0.000
-1.112000e-03;1.040;0.020
-1.110000e-03;1.040;0.020
-1.108000e-03;1.000;0.060
-1.106000e-03;0.960;0.020
-1.104000e-03;0.960;-0.020
-1.102000e-03;0.920;-0.020
-1.100000e-03;0.920;0.000
-1.098000e-03;0.920;-0.020
-1.096000e-03;0.880;-0.020
-1.094000e-03;0.840;-0.020
-1.092000e-03;0.840;0.020
-1.090000e-03;0.800;0.020
-1.088000e-03;0.800;0.020
-1.086000e-03;0.760;0.000
-1.084000e-03;0.720;0.000
-1.082000e-03;0.720;0.000
-1.080000e-03;0.720;-0.020
-1.078000e-03;0.680;0.000
-1.076000e-03;0.680;-0.040
-1.074000e-03;0.640;0.000
-1.072000e-03;0.600;0.000
-1.070000e-03;0.600;0.020
-1.068000e-03;0.560;0.000
-1.066000e-03;0.560;0.020
-1.064000e-03;0.520;-0.020
-1.062000e-03;0.480;0.000
-1.060000e-03;0.480;0.000
-1.058000e-03;0.480;-0.060
-1.056000e-03;0.440;0.000
-1.054000e-03;0.440;0.000
-1.052000e-03;0.400;0.000
-1.050000e-03;0.360;0.020
-1.048000e-03;0.320;0.020
-1.046000e-03;0.320;0.000
-1.044000e-03;0.280;0.000
-1.042000e-03;0.280;0.020
-1.040000e-03;0.240;-0.020
-1.038000e-03;0.240;-0.020
-1.036000e-03;0.200;0.000
-1.034000e-03;0.200;0.020
-1.032000e-03;0.160;-0.020
-1.030000e-03;0.160;0.020
-1.028000e-03;0.120;0.000
-1.026000e-03;0.080;-0.040
-1.024000e-03;0.080;0.000
-1.022000e-03;0.040;0.000
-1.020000e-03;0.040;0.000
-1.018000e-03;0.000;0.000
-1.016000e-03;-0.040;0.040
-1.014000e-03;-0.040;0.000
-1.012000e-03;-0.080;0.020
-1.010000e-03;-0.080;0.000
-1.008000e-03;-0.120;0.000
-1.006000e-03;-0.120;-0.020
-1.004000e-03;-0.160;0.000
-1.002000e-03;-0.160;0.000
-1.000000e-03;-0.200;0.000
-9.980000e-04;-0.200;0.020
-9.960000e-04;-0.240;-0.020
-9.940000e-04;-0.240;0.060
-9.920000e-04;-0.280;0.000
-9.900000e-04;-0.280;0.000
-9.880000e-04;-0.320;-0.020
-9.860000e-04;-0.360;0.020
-9.840000e-04;-0.360;-0.020
-9.820000e-04;-0.360;0.000
-9.800000e-04;-0.400;0.040
-9.780000e-04;-0.440;0.020
-9.760000e-04;-0.440;0.020
-9.740000e-04;-0.440;0.000
-9.720000e-04;-0.480;0.000
-9.700000e-04;-0.520;-0.020
-9.680000e-04;-0.560;0.020
-9.660000e-04;-0.600;0.000
-9.640000e-04;-0.560;-0.020
-9.620000e-04;-0.600;-0.040
-9.600000e-04;-0.640;-0.020
-9.580000e-04;-0.680;-0.020
-9.560000e-04;-0.680;0.020
-9.540000e-04;-0.720;0.000
-9.520000e-04;-0.720;0.000
-9.500000e-04;-0.760;0.000
-9.480000e-04;-0.760;-0.020
-9.460000e-04;-0.760;-0.020
-9.440000e-04;-0.800;0.000
-9.420000e-04;-0.800;0.000
-9.400000e-04;-0.840;0.000
-9.380000e-04;-0.880;0.020
-9.360000e-04;-0.880;0.000
-9.340000e-04;-0.920;-0.020
-9.320000e-04;-0.920;0.000
-9.300000e-04;-0.960;-0.040
-9.280000e-04;-0.960;0.000
-9.260000e-04;-1.000;0.000
-9.240000e-04;-1.000;0.020
-9.220000e-04;-1.040;0.020
-9.200000e-04;-1.080;0.020
-9.180000e-04;-1.080;0.000
-9.160000e-04;-1.120;0.020
-9.140000e-04;-1.120;-0.020
-9.120000e-04;-1.160;0.000
-9.100000e-04;-1.160;0.000
-9.080000e-04;-1.200;0.000
-9.060000e-04;-1.200;0.000
-9.040000e-04;-1.240;0.000
-9.020000e-04;-1.240;0.020
-9.000000e-04;-1.240;0.000
-8.980000e-04;-1.280;0.020
-8.960000e-04;-1.320;0.000
-8.940000e-04;-1.360;0.000
-8.920000e-04;-1.320;-0.020
-8.900000e-04;-1.400;0.000
-8.880000e-04;-1.400;0.000
-8.860000e-04;-1.440;0.000
-8.840000e-04;-1.440;0.000
-8.820000e-04;-1.440;0.000
-8.800000e-04;-1.480;0.020
-8.780000e-04;-1.520;-0.020
-8.760000e-04;-1.520;0.000
-8.740000e-04;-1.560;0.000
-8.720000e-04;-1.560;0.000
-8.700000e-04;-1.600;-0.020
-8.680000e-04;-1.600;0.020
-8.660000e-04;-1.600;-0.020
-8.640000e-04;-1.640;-0.020
-8.620000e-04;-1.640;0.020
-8.600000e-04;-1.680;0.000
-8.580000e-04;-1.680;0.020
-8.560000e-04;-1.720;0.000
-8.540000e-04;-1.720;0.000
-8.520000e-04;-1.760;-0.020
-8.500000e-04;-1.800;0.020
-8.480000e-04;-1.800;0.020
-8.460000e-04;-1.840;0.020
-8.440000e-04;-1.840;0.000
-8.420000e-04;-1.840;0.000
-8.400000e-04;-1.880;0.000
-8.380000e-04;-1.880;-0.040
-8.360000e-04;-1.920;0.000
-8.340000e-04;-1.960;0.000
-8.320000e-04;-1.960;0.000
-8.300000e-04;-1.960;-0.040
-8.280000e-04;-2.000;0.020
-8.260000e-04;-2.000;0.000
-8.240000e-04;-2.040;0.020
-8.220000e-04;-2.040;0.000
-8.200000e-04;-2.080;0.000
-8.180000e-04;-2.080;0.000
-8.160000e-04;-2.120;-0.040
-8.140000e-04;-2.120;0.020
-8.120000e-04;-2.120;-0.020
-8.100000e-04;-2.160;0.020
-8.080000e-04;-2.160;0.000
-8.060000e-04;-2.200;0.020
-8.040000e-04;-2.200;0.000
-8.020000e-04;-2.240;-0.020
-8.000000e-04;-2.240;0.000
-7.980000e-04;-2.240;0.000
-7.960000e-04;-2.280;0.020
-7.940000e-04;-2.280;0.020
-7.920000e-04;-2.280;0.020
-7.900000e-04;-2.320;0.000
-7.880000e-04;-2.320;-0.020
-7.860000e-04;-2.360;0.000
-7.840000e-04;-2.360;0.020
-7.820000e-04;-2.360;0.000
-7.800000e-04;-2.400;0.020
-7.780000e-04;-2.400;0.020
-7.760000e-04;-2.400;0.000
-7.740000e-04;-2.440;0.000
-7.720000e-04;-2.480;0.000
-7.700000e-04;-2.480;0.020
-7.680000e-04;-2.520;0.000
-7.660000e-04;-2.520;0.000
-7.640000e-04;-2.520;0.020
-7.620000e-04;-2.520;0.000
-7.600000e-04;-2.560;0.000
-7.580000e-04;-2.560;0.000
-7.560000e-04;-2.600;0.040
-7.540000e-04;-2.600;0.020
-7.520000e-04;-2.640;0.040
-7.500000e-04;-2.640;0.020
-7.480000e-04;-2.680;0.020
-7.460000e-04;-2.680;0.000
-7.440000e-04;-2.680;0.000
-7.420000e-04;-2.680;-0.020
-7.400000e-04;-2.680;0.000
-7.380000e-04;-2.720;0.000
-7.360000e-04;-2.720;0.000
-7.340000e-04;-2.720;0.020
-7.320000e-04;-2.760;-0.020
-7.300000e-04;-2.800;0.000
-7.280000e-04;-2.760;0.000
-7.260000e-04;-2.800;0.000
-7.240000e-04;-2.800;-0.020
-7.220000e-04;-2.840;0.020
-7.200000e-04;-2.840;0.000
-7.180000e-04;-2.880;0.000
-7.160000e-04;-2.880;0.020
-7.140000e-04;-2.880;0.020
-7.120000e-04;-2.880;0.000
-7.100000e-04;-2.880;0.000
-7.080000e-04;-2.920;0.000
-7.060000e-04;-2.960;-0.020
-7.040000e-04;-2.960;0.000
-7.020000e-04;-2.960;0.020
-7.000000e-04;-2.960;0.000
-6.980000e-04;-2.960;0.000
-6.960000e-04;-2.960;0.000
-6.940000e-04;-3.000;-0.020
-6.920000e-04;-3.000;0.020
-6.900000e-04;-3.040;0.000
-6.880000e-04;-3.040;0.000
-6.860000e-04;-3.040;0.000
-6.840000e-04;-3.040;-0.020
-6.820000e-04;-3.040;0.020
-6.800000e-04;-3.080;0.000
-6.780000e-04;-3.080;0.020
-6.760000e-04;-3.080;0.000
-6.740000e-04;-3.080;-0.020
-6.720000e-04;-3.120;0.000
-6.700000e-04;-3.120;-0.020
-6.680000e-04;-3.160;-0.020
-6.660000e-04;-3.160;0.000
-6.640000e-04;-3.120;0.000
-6.620000e-04;-3.160;0.020
-6.600000e-04;-3.160;0.020
-6.580000e-04;-3.200;0.020
-6.560000e-04;-3.200;-0.020
-6.540000e-04;-3.200;0.000
-6.520000e-04;-3.200;0.020
-6.500000e-04;-3.200;0.000
-6.480000e-04;-3.200;0.000
-6.460000e-04;-3.240;0.000
-6.440000e-04;-3.240;0.000
-6.420000e-04;-3.240;0.020
-6.400000e-04;-3.240;0.020
-6.380000e-04;-3.280;0.040
-6.360000e-04;-3.280;0.000
-6.340000e-04;-3.280;0.000
-6.320000e-04;-3.280;-0.020
-6.300000e-04;-3.320;0.000
-6.280000e-04;-3.280;0.000
-6.260000e-04;-3.320;0.000
-6.240000e-04;-3.320;0.020
-6.220000e-04;-3.320;0.020
-6.200000e-04;-3.320;0.000
-6.180000e-04;-3.320;0.000
-6.160000e-04;-3.360;0.000
-6.140000e-04;-3.360;0.000
-6.120000e-04;-3.400;0.020
-6.100000e-04;-3.360;0.040
-6.080000e-04;-3.400;0.000
-6.060000e-04;-3.360;0.000
-6.040000e-04;-3.400;0.000
-6.020000e-04;-3.400;0.040
-6.000000e-04;-3.400;0.000
-5.980000e-04;-3.400;0.000
-5.960000e-04;-3.400;0.000
-5.940000e-04;-3.400;0.000
-5.920000e-04;-3.400;-0.020
-5.900000e-04;-3.440;0.000
-5.880000e-04;-3.440;0.060
-5.860000e-04;-3.400;0.000
-5.840000e-04;-3.440;0.000
-5.820000e-04;-3.440;-0.020
-5.800000e-04;-3.440;0.020
-5.780000e-04;-3.440;-0.020
-5.760000e-04;-3.440;0.000
-5.740000e-04;-3.440;0.000
-5.720000e-04;-3.440;0.000
-5.700000e-04;-3.480;0.020
-5.680000e-04;-3.440;0.020
-5.660000e-04;-3.480;0.000
-5.640000e-04;-3.440;-0.020
-5.620000e-04;-3.440;0.000
-5.600000e-04;-3.480;0.000
-5.580000e-04;-3.480;-0.020
-5.560000e-04;-3.480;-0.040
-5.540000e-04;-3.480;0.020
-5.520000e-04;-3.480;0.000
-5.500000e-04;-3.520;0.000
-5.480000e-04;-3.480;0.000
-5.460000e-04;-3.480;0.020
-5.440000e-04;-3.520;0.000
-5.420000e-04;-3.520;-0.020
-5.400000e-04;-3.480;-0.020
-5.380000e-04;-3.520;0.000
-5.360000e-04;-3.480;0.000
-5.340000e-04;-3.480;0.000
-5.320000e-04;-3.520;0.000
-5.300000e-04;-3.520;0.000
-5.280000e-04;-3.520;0.000
-5.260000e-04;-3.520;0.000
-5.240000e-04;-3.520;-0.040
-5.220000e-04;-3.520;-0.020
-5.200000e-04;-3.520;0.000
-5.180000e-04;-3.520;0.020
-5.160000e-04;-3.480;0.000
-5.140000e-04;-3.560;-0.020
-5.120000e-04;-3.480;0.020
-5.100000e-04;-3.520;0.040
-5.080000e-04;-3.520;-0.020
-5.060000e-04;-3.480;-0.020
-5.040000e-04;-3.520;0.000
-5.020000e-04;-3.520;0.000
-5.000000e-04;-3.520;0.000
-4.980000e-04;-3.480;0.000
-4.960000e-04;-3.520;0.020
-4.940000e-04;-3.520;0.000
-4.920000e-04;-3.480;0.020
-4.900000e-04;-3.480;0.000
-4.880000e-04;-3.480;0.000
-4.860000e-04;-3.480;-0.020
-4.840000e-04;-3.480;0.020
-4.820000e-04;-3.480;0.000
-4.800000e-04;-3.480;0.000
-4.780000e-04;-3.480;0.020
-4.760000e-04;-3.480;0.020
-4.740000e-04;-3.480;0.060
-4.720000e-04;-3.440;0.000
-4.700000e-04;-3.480;-0.020
-4.680000e-04;-3.440;0.020
-4.660000e-04;-3.440;0.000
-4.640000e-04;-3.440;0.000
-4.620000e-04;-3.440;0.020
-4.600000e-04;-3.440;0.000
-4.580000e-04;-3.440;0.000
-4.560000e-04;-3.440;0.020
-4.540000e-04;-3.440;0.000
-4.520000e-04;-3.440;-0.020
-4.500000e-04;-3.400;0.000
-4.480000e-04;-3.400;0.000
-4.460000e-04;-3.400;0.000
-4.440000e-04;-3.400;0.020
-4.420000e-04;-3.400;0.040
-4.400000e-04;-3.400;0.000
-4.380000e-04;-3.400;0.000
-4.360000e-04;-3.400;-0.020
-4.340000e-04;-3.400;0.000
-4.320000e-04;-3.400;-0.020
-4.300000e-04;-3.360;0.000
-4.280000e-04;-3.360;-0.020
-4.260000e-04;-3.360;0.000
-4.240000e-04;-3.360;0.000
-4.220000e-04;-3.320;-0.020
-4.200000e-04;-3.360;0.000
-4.180000e-04;-3.360;0.020
-4.160000e-04;-3.320;0.000
-4.140000e-04;-3.320;0.000
-4.120000e-04;-3.320;0.020
-4.100000e-04;-3.280;-0.040
-4.080000e-04;-3.280;0.000
-4.060000e-04;-3.280;0.000
-4.040000e-04;-3.280;0.020
-4.020000e-04;-3.280;0.000
-4.000000e-04;-3.280;0.020
-3.980000e-04;-3.240;0.000
-3.960000e-04;-3.240;-0.020
-3.940000e-04;-3.240;0.000
-3.920000e-04;-3.240;0.000
-3.900000e-04;-3.240;0.000
-3.880000e-04;-3.200;0.020
-3.860000e-04;-3.200;0.020
-3.840000e-04;-3.200;0.000
-3.820000e-04;-3.200;0.000
-3.800000e-04;-3.160;0.000
-3.780000e-04;-3.160;0.020
-3.760000e-04;-3.160;0.000
-3.740000e-04;-3.160;0.000
-3.720000e-04;-3.120;0.020
-3.700000e-04;-3.120;0.000
-3.680000e-04;-3.120;0.020
-3.660000e-04;-3.080;0.000
-3.640000e-04;-3.080;0.040
-3.620000e-04;-3.080;0.000
-3.600000e-04;-3.080;-0.040
-3.580000e-04;-3.040;-0.020
-3.560000e-04;-3.040;0.000
