Temps (s);CH1 (V);CH2 (V)
-3.540000e-04;-3.040;0.020
-3.520000e-04;-3.040;0.020
-3.500000e-04;-3.040;0.020
-3.480000e-04;-3.000;0.000
-3.460000e-04;-3.000;0.000
-3.440000e-04;-3.000;0.000
-3.420000e-04;-2.960;0.000
-3.400000e-04;-2.960;0.000
-3.380000e-04;-2.960;0.020
-3.360000e-04;-2.960;0.040
-3.340000e-04;-2.960;0.000
-3.320000e-04;-2.920;0.020
-3.300000e-04;-2.920;0.000
-3.280000e-04;-2.920;0.060
-3.260000e-04;-2.880;0.000
-3.240000e-04;-2.840;0.000
-3.220000e-04;-2.880;-0.020
-3.200000e-04;-2.880;0.000
-3.180000e-04;-2.840;0.000
-3.160000e-04;-2.800;0.000
-3.140000e-04;-2.840;0.060
-3.120000e-04;-2.800;0.020
-3.100000e-04;-2.760;0.000
-3.080000e-04;-2.760;0.000
-3.060000e-04;-2.760;0.000
-3.040000e-04;-2.760;0.000
-3.020000e-04;-2.720;0.020
-3.000000e-04;-2.720;0.000
-2.980000e-04;-2.680;0.020
-2.960000e-04;-2.680;-0.020
-2.940000e-04;-2.680;0.000
-2.920000e-04;-2.640;0.000
-2.900000e-04;-2.640;-0.040
-2.880000e-04;-2.640;0.000
-2.860000e-04;-2.640;0.000
-2.840000e-04;-2.600;0.000
-2.820000e-04;-2.600;-0.020
-2.800000e-04;-2.560;0.020
-2.780000e-04;-2.560;0.040
-2.760000e-04;-2.520;0.020
-2.740000e-04;-2.520;0.000
-2.720000e-04;-2.520;0.000
-2.700000e-04;-2.520;0.020
-2.680000e-04;-2.480;-0.020
-2.660000e-04;-2.480;0.000
-2.640000e-04;-2.440;-0.020
-2.620000e-04;-2.400;0.000
-2.600000e-04;-2.400;0.000
-2.580000e-04;-2.400;0.020
-2.560000e-04;-2.400;0.000
-2.540000e-04;-2.360;0.000
-2.520000e-04;-2.320;0.000
-2.500000e-04;-2.320;-0.040
-2.480000e-04;-2.320;0.000
-2.460000e-04;-2.280;-0.060
-2.440000e-04;-2.280;0.000
-2.420000e-04;-2.240;0.000
-2.400000e-04;-2.240;0.000
-2.380000e-04;-2.240;0.000
-2.360000e-04;-2.200;0.040
-2.340000e-04;-2.200;0.000
-2.320000e-04;-2.160;0.000
-2.300000e-04;-2.160;-0.020
-2.280000e-04;-2.160;-0.020
-2.260000e-04;-2.120;0.000
-2.240000e-04;-2.120;0.000
-2.220000e-04;-2.120;0.020
-2.200000e-04;-2.080;0.000
-2.180000e-04;-2.040;0.020
-2.160000e-04;-2.040;0.020
-2.140000e-04;-2.000;-0.060
-2.120000e-04;-2.000;0.000
-2.100000e-04;-2.000;0.000
-2.080000e-04;-1.960;0.020
-2.060000e-04;-1.960;0.000
-2.040000e-04;-1.920;0.000
-2.020000e-04;-1.920;0.000
-2.000000e-04;-1.920;0.020
-1.980000e-04;-1.880;0.000
-1.960000e-04;-1.840;0.000
-1.940000e-04;-1.840;0.020
-1.920000e-04;-1.800;0.000
-1.900000e-04;-1.800;0.000
-1.880000e-04;-1.800;0.000
-1.860000e-04;-1.760;0.020
-1.840000e-04;-1.720;0.000
-1.820000e-04;-1.720;0.060
-1.800000e-04;-1.720;0.000
-1.780000e-04;-1.680;0.000
-1.760000e-04;-1.640;-0.020
-1.740000e-04;-1.640;0.000
-1.720000e-04;-1.640;0.000
-1.700000e-04;-1.600;0.000
-1.680000e-04;-1.600;0.040
-1.660000e-04;-1.520;0.020
-1.640000e-04;-1.520;0.020
-1.620000e-04;-1.520;0.000
-1.600000e-04;-1.480;0.020
-1.580000e-04;-1.480;0.000
-1.560000e-04;-1.440;0.000
-1.540000e-04;-1.440;-0.020
-1.520000e-04;-1.400;0.000
-1.500000e-04;-1.400;0.000
-1.480000e-04;-1.360;0.000
-1.460000e-04;-1.360;0.020
-1.440000e-04;-1.320;0.020
-1.420000e-04;-1.280;0.020
-1.400000e-04;-1.280;-0.020
-1.380000e-04;-1.240;0.000
-1.360000e-04;-1.240;-0.020
-1.340000e-04;-1.240;0.000
-1.320000e-04;-1.200;0.060
-1.300000e-04;-1.160;0.020
-1.280000e-04;-1.160;0.000
-1.260000e-04;-1.120;0.000
-1.240000e-04;-1.120;0.020
-1.220000e-04;-1.120;-0.020
-1.200000e-04;-1.080;0.000
-1.180000e-04;-1.040;0.020
-1.160000e-04;-1.040;0.020
-1.140000e-04;-1.000;0.020
-1.120000e-04;-1.000;0.020
-1.100000e-04;-0.960;0.000
-1.080000e-04;-0.920;-0.020
-1.060000e-04;-0.920;0.000
-1.040000e-04;-0.920;-0.020
-1.020000e-04;-0.920;0.020
-1.000000e-04;-0.880;-0.060
-9.800000e-05;-0.840;-0.020
-9.600000e-05;-0.800;0.020
-9.400000e-05;-0.800;0.020
-9.200000e-05;-0.760;0.000
-9.000000e-05;-0.760;0.020
-8.800000e-05;-0.720;0.000
-8.600000e-05;-0.720;-0.040
-8.400000e-05;-0.720;0.000
-8.200000e-05;-0.680;0.000
-8.000000e-05;-0.640;0.000
-7.800000e-05;-0.600;0.020
-7.600000e-05;-0.600;0.020
-7.400000e-05;-0.560;0.020
-7.200000e-05;-0.560;-0.020
-7.000000e-05;-0.520;-0.020
-6.800000e-05;-0.520;0.040
-6.600000e-05;-0.480;0.000
-6.400000e-05;-0.480;0.040
-6.200000e-05;-0.440;0.020
-6.000000e-05;-0.400;0.020
-5.800000e-05;-0.400;0.020
-5.600000e-05;-0.360;-0.020
-5.400000e-05;-0.400;0.040
-5.200000e-05;-0.360;-0.020
-5.000000e-05;-0.320;0.000
-4.800000e-05;-0.320;0.000
-4.600000e-05;-0.240;0.000
-4.400000e-05;-0.240;0.000
-4.200000e-05;-0.240;0.020
-4.000000e-05;-0.200;0.020
-3.800000e-05;-0.160;0.000
-3.600000e-05;-0.160;0.020
-3.400000e-05;-0.160;0.000
-3.200000e-05;-0.120;0.000
-3.000000e-05;-0.120;0.000
-2.800000e-05;-0.080;0.000
-2.600000e-05;-0.040;0.020
-2.400000e-05;-0.040;0.000
-2.200000e-05;-0.040;-0.020
-2.000000e-05;0.000;0.000
-1.800000e-05;0.040;0.060
-1.600000e-05;0.080;-0.020
-1.400000e-05;0.080;0.000
-1.200000e-05;0.120;0.020
-1.000000e-05;0.120;0.000
-8.000000e-06;0.160;-0.020
-6.000000e-06;0.160;0.000
-4.000000e-06;0.200;0.020
-2.000000e-06;0.200;0.020
-4.336809e-19;0.240;0.000
2.000000e-06;0.280;0.000
4.000000e-06;0.280;0.000
6.000000e-06;0.320;-0.020
8.000000e-06;0.320;0.000
1.000000e-05;0.360;0.000
1.200000e-05;0.360;0.000
1.400000e-05;0.400;0.020
1.600000e-05;0.440;0.020
1.800000e-05;0.440;0.000
2.000000e-05;0.480;0.000
2.200000e-05;0.480;0.000
2.400000e-05;0.480;-0.020
2.600000e-05;0.560;0.000
2.800000e-05;0.560;-0.020
3.000000e-05;0.560;0.020
3.200000e-05;0.600;0.000
3.400000e-05;0.640;0.000
3.600000e-05;0.640;0.020
3.800000e-05;0.640;0.020
4.000000e-05;0.680;0.000
4.200000e-05;0.680;0.000
4.400000e-05;0.720;0.000
4.600000e-05;0.760;-0.060
4.800000e-05;0.800;0.000
5.000000e-05;0.800;0.000
5.200000e-05;0.840;0.020
5.400000e-05;0.840;0.000
5.600000e-05;0.880;-0.020
5.800000e-05;0.880;0.020
6.000000e-05;0.880;-0.040
6.200000e-05;0.920;-0.020
6.400000e-05;0.920;0.000
6.600000e-05;0.960;0.020
6.800000e-05;0.960;0.020
7.000000e-05;1.000;0.020
7.200000e-05;1.000;0.020
7.400000e-05;1.000;0.020
7.600000e-05;1.040;0.000
7.800000e-05;1.040;0.040
8.000000e-05;1.080;0.000
8.200000e-05;1.080;0.020
8.400000e-05;1.120;-0.020
8.600000e-05;1.160;0.020
8.800000e-05;1.160;0.020
9.000000e-05;1.160;0.000
9.200000e-05;1.200;0.040
9.400000e-05;1.200;0.000
9.600000e-05;1.240;0.000
9.800000e-05;1.200;0.000
1.000000e-04;1.240;0.020
1.020000e-04;1.240;0.000
1.040000e-04;1.320;0.020
1.060000e-04;1.320;0.020
1.080000e-04;1.320;0.000
1.100000e-04;1.360;0.000
1.120000e-04;1.360;0.000
1.140000e-04;1.360;0.000
1.160000e-04;1.400;0.000
1.180000e-04;1.400;0.000
1.200000e-04;1.400;-0.020
1.220000e-04;1.400;0.020
1.240000e-04;1.400;-0.020
1.260000e-04;1.440;0.000
1.280000e-04;1.480;0.040
1.300000e-04;1.440;0.000
1.320000e-04;1.480;0.020
1.340000e-04;1.440;-0.020
1.360000e-04;1.480;0.020
1.380000e-04;1.480;-0.020
1.400000e-04;1.480;0.000
1.420000e-04;1.520;0.000
1.440000e-04;1.520;0.000
1.460000e-04;1.520;0.000
1.480000e-04;1.520;0.000
1.500000e-04;1.560;0.000
1.520000e-04;1.560;-0.020
1.540000e-04;1.520;0.000
1.560000e-04;1.560;-0.020
1.580000e-04;1.560;0.000
1.600000e-04;1.560;-0.060
1.620000e-04;1.560;0.000
1.640000e-04;1.560;0.000
1.660000e-04;1.560;0.020
1.680000e-04;1.600;0.000
1.700000e-04;1.600;0.020
1.720000e-04;1.600;0.020
1.740000e-04;1.600;-0.040
1.760000e-04;1.600;0.000
1.780000e-04;1.640;0.000
1.800000e-04;1.600;0.020
1.820000e-04;1.640;0.000
1.840000e-04;1.640;0.020
1.860000e-04;1.680;0.000
1.880000e-04;1.680;0.020
1.900000e-04;1.680;0.000
1.920000e-04;1.640;-0.020
1.940000e-04;1.640;0.020
1.960000e-04;1.640;0.000
1.980000e-04;1.680;0.020
2.000000e-04;1.680;0.000
2.020000e-04;1.680;-0.020
2.040000e-04;1.680;-0.020
2.060000e-04;1.720;0.020
2.080000e-04;1.720;0.000
2.100000e-04;1.720;0.000
2.120000e-04;1.720;0.020
2.140000e-04;1.720;0.020
2.160000e-04;1.720;0.000
2.180000e-04;1.720;0.000
2.200000e-04;1.720;0.020
2.220000e-04;1.720;0.000
2.240000e-04;1.720;0.000
2.260000e-04;1.720;0.000
2.280000e-04;1.720;0.000
2.300000e-04;1.760;0.000
2.320000e-04;1.760;0.000
2.340000e-04;1.720;0.020
2.360000e-04;1.760;0.000
2.380000e-04;1.760;0.020
2.400000e-04;1.760;0.000
2.420000e-04;1.760;0.020
2.440000e-04;1.760;0.000
2.460000e-04;1.760;0.000
2.480000e-04;1.760;0.000
2.500000e-04;1.800;0.020
2.520000e-04;1.800;0.000
2.540000e-04;1.760;0.000
2.560000e-04;1.800;0.040
2.580000e-04;1.800;0.020
2.600000e-04;1.800;0.000
2.620000e-04;1.840;0.000
2.640000e-04;1.840;0.000
2.660000e-04;1.840;-0.020
2.680000e-04;1.840;0.020
2.700000e-04;1.840;0.020
2.720000e-04;1.840;0.000
2.740000e-04;1.840;0.020
2.760000e-04;1.840;0.020
2.780000e-04;1.880;0.000
2.800000e-04;1.840;0.000
2.820000e-04;1.880;0.000
2.840000e-04;1.880;0.000
2.860000e-04;1.880;0.020
2.880000e-04;1.880;0.060
2.900000e-04;1.880;0.020
2.920000e-04;1.880;0.000
2.940000e-04;1.880;-0.020
2.960000e-04;1.880;0.000
2.980000e-04;1.920;0.020
3.000000e-04;1.920;0.020
3.020000e-04;1.960;-0.020
3.040000e-04;1.920;0.020
3.060000e-04;1.920;-0.020
3.080000e-04;1.920;0.020
3.100000e-04;1.960;0.020
3.120000e-04;1.960;0.020
3.140000e-04;2.000;0.000
3.160000e-04;1.960;0.000
3.180000e-04;2.000;0.000
3.200000e-04;2.000;-0.040
3.220000e-04;2.000;0.000
3.240000e-04;2.000;-0.020
3.260000e-04;2.000;0.020
3.280000e-04;2.000;0.000
3.300000e-04;2.040;0.020
3.320000e-04;2.040;0.020
3.340000e-04;2.040;-0.020
3.360000e-04;2.040;0.020
3.380000e-04;2.040;-0.020
3.400000e-04;2.040;0.000
3.420000e-04;2.080;0.020
3.440000e-04;2.080;0.020
3.460000e-04;2.080;0.000
3.480000e-04;2.080;0.020
3.500000e-04;2.080;0.000
3.520000e-04;2.080;0.000
3.540000e-04;2.080;0.000
3.560000e-04;2.080;0.000
3.580000e-04;2.080;-0.020
3.600000e-04;2.080;0.000
3.620000e-04;2.120;0.000
3.640000e-04;2.080;0.000
3.660000e-04;2.120;0.020
3.680000e-04;2.120;0.020
3.700000e-04;2.120;0.000
3.720000e-04;2.120;0.000
3.740000e-04;2.120;0.020
3.760000e-04;2.160;0.000
3.780000e-04;2.120;0.000
3.800000e-04;2.160;0.020
3.820000e-04;2.160;0.000
3.840000e-04;2.160;0.000
3.860000e-04;2.200;0.020
3.880000e-04;2.160;0.020
3.900000e-04;2.200;0.000
3.920000e-04;2.200;0.000
3.940000e-04;2.200;0.000
3.960000e-04;2.200;0.020
3.980000e-04;2.200;0.020
4.000000e-04;2.160;0.020
4.020000e-04;2.240;0.060
4.040000e-04;2.240;0.020
4.060000e-04;2.240;0.000
4.080000e-04;2.240;0.000
4.100000e-04;2.240;0.000
4.120000e-04;2.240;-0.020
4.140000e-04;2.240;0.000
4.160000e-04;2.240;0.020
4.180000e-04;2.240;0.020
4.200000e-04;2.240;0.000
4.220000e-04;2.240;-0.020
4.240000e-04;2.240;0.000
4.260000e-04;2.280;0.000
4.280000e-04;2.240;0.000
4.300000e-04;2.280;-0.020
4.320000e-04;2.240;0.020
4.340000e-04;2.280;-0.020
4.360000e-04;2.280;0.040
4.380000e-04;2.280;0.020
4.400000e-04;2.280;0.020
4.420000e-04;2.280;0.000
4.440000e-04;2.280;0.000
4.460000e-04;2.320;0.000
4.480000e-04;2.320;-0.020
4.500000e-04;2.280;0.000
4.520000e-04;2.320;0.000
4.540000e-04;2.280;0.020
4.560000e-04;2.320;0.000
4.580000e-04;2.320;0.020
4.600000e-04;2.320;0.000
4.620000e-04;2.320;0.000
4.640000e-04;2.320;0.020
4.660000e-04;2.320;-0.020
4.680000e-04;2.320;0.020
4.700000e-04;2.320;0.000
4.720000e-04;2.320;0.020
4.740000e-04;2.320;0.000
4.760000e-04;2.320;0.020
4.780000e-04;2.360;0.000
4.800000e-04;2.360;0.020
4.820000e-04;2.360;0.000
4.840000e-04;2.360;-0.020
4.860000e-04;2.360;0.020
4.880000e-04;2.360;0.020
4.900000e-04;2.360;0.000
4.920000e-04;2.400;0.000
4.940000e-04;2.360;0.020
4.960000e-04;2.360;0.020
4.980000e-04;2.360;0.000
5.000000e-04;2.400;-0.020
5.020000e-04;2.400;0.000
5.040000e-04;2.400;0.000
5.060000e-04;2.400;0.020
5.080000e-04;2.400;0.020
5.100000e-04;2.400;0.020
5.120000e-04;2.400;0.000
5.140000e-04;2.400;0.000
5.160000e-04;2.400;0.040
5.180000e-04;2.400;-0.020
5.200000e-04;2.400;0.000
5.220000e-04;2.400;0.000
5.240000e-04;2.400;0.020
5.260000e-04;2.440;-0.020
5.280000e-04;2.400;0.000
5.300000e-04;2.440;0.020
5.320000e-04;2.400;0.000
5.340000e-04;2.400;0.020
5.360000e-04;2.440;0.000
5.380000e-04;2.440;0.020
5.400000e-04;2.440;0.000
5.420000e-04;2.440;0.000
5.440000e-04;2.440;0.000
5.460000e-04;2.400;0.000
5.480000e-04;2.440;0.040
5.500000e-04;2.440;0.020
5.520000e-04;2.440;0.020
5.540000e-04;2.440;0.000
5.560000e-04;2.440;0.000
5.580000e-04;2.440;-0.020
5.600000e-04;2.440;0.000
5.620000e-04;2.440;-0.020
5.640000e-04;2.440;0.020
5.660000e-04;2.440;-0.020
5.680000e-04;2.440;0.000
5.700000e-04;2.440;0.000
5.720000e-04;2.440;0.020
5.740000e-04;2.440;0.000
5.760000e-04;2.440;-0.020
5.780000e-04;2.440;0.020
5.800000e-04;2.480;-0.040
5.820000e-04;2.440;0.000
5.840000e-04;2.480;0.000
5.860000e-04;2.480;-0.020
5.880000e-04;2.440;0.020
5.900000e-04;2.480;0.020
5.920000e-04;2.440;0.000
5.940000e-04;2.480;-0.020
5.960000e-04;2.480;0.000
5.980000e-04;2.480;0.000
6.000000e-04;2.480;0.020
6.020000e-04;2.480;0.020
6.040000e-04;2.480;0.020
6.060000e-04;2.480;0.000
6.080000e-04;2.480;0.000
6.100000e-04;2.480;0.000
6.120000e-04;2.480;0.020
6.140000e-04;2.480;0.000
6.160000e-04;2.480;0.000
6.180000e-04;2.480;0.020
6.200000e-04;2.480;0.000
6.220000e-04;2.480;0.000
6.240000e-04;2.480;0.000
6.260000e-04;2.480;0.020
6.280000e-04;2.480;0.020
6.300000e-04;2.480;0.000
6.320000e-04;2.480;0.000
6.340000e-04;2.520;0.000
6.360000e-04;2.480;-0.020
6.380000e-04;2.520;0.000
6.400000e-04;2.520;0.020
6.420000e-04;2.520;0.000
6.440000e-04;2.480;0.020
6.460000e-04;2.520;0.000
6.480000e-04;2.520;0.020
6.500000e-04;2.520;0.000
6.520000e-04;2.520;0.000
6.540000e-04;2.520;0.000
6.560000e-04;2.520;0.000
6.580000e-04;2.520;0.000
6.600000e-04;2.520;0.020
6.620000e-04;2.520;0.020
6.640000e-04;2.520;0.000
6.660000e-04;2.520;0.000
6.680000e-04;2.520;0.000
6.700000e-04;2.520;0.020
6.720000e-04;2.480;-0.020
6.740000e-04;2.520;0.020
6.760000e-04;2.520;0.000
6.780000e-04;2.520;0.020
6.800000e-04;2.520;0.020
6.820000e-04;2.520;0.000
6.840000e-04;2.520;0.000
6.860000e-04;2.480;-0.020
6.880000e-04;2.520;0.000
6.900000e-04;2.520;0.000
6.920000e-04;2.520;0.000
6.940000e-04;2.520;-0.020
6.960000e-04;2.520;0.020
6.980000e-04;2.520;0.000
7.000000e-04;2.520;0.000
7.020000e-04;2.520;0.000
7.040000e-04;2.480;0.020
7.060000e-04;2.480;0.000
7.080000e-04;2.520;-0.020
7.100000e-04;2.480;0.020
7.120000e-04;2.480;-0.020
7.140000e-04;2.480;0.020
7.160000e-04;2.480;0.000
7.180000e-04;2.480;0.020
7.200000e-04;2.480;0.000
7.220000e-04;2.440;-0.020
7.240000e-04;2.440;0.000
7.260000e-04;2.440;-0.040
7.280000e-04;2.440;0.000
7.300000e-04;2.440;0.000
7.320000e-04;2.440;0.020
7.340000e-04;2.440;0.000
7.360000e-04;2.400;0.040
7.380000e-04;2.400;0.000
7.400000e-04;2.360;-0.020
7.420000e-04;2.400;-0.020
7.440000e-04;2.360;0.000
7.460000e-04;2.320;0.000
7.480000e-04;2.320;0.000
7.500000e-04;2.320;0.020
7.520000e-04;2.280;0.000
7.540000e-04;2.280;0.040
7.560000e-04;2.240;0.000
7.580000e-04;2.240;0.020
7.600000e-04;2.240;0.000
7.620000e-04;2.240;0.020
7.640000e-04;2.240;-0.020
7.660000e-04;2.160;0.000
7.680000e-04;2.160;0.000
7.700000e-04;2.160;0.000
7.720000e-04;2.120;0.020
7.740000e-04;2.120;0.000
7.760000e-04;2.120;-0.020
7.780000e-04;2.080;0.000
7.800000e-04;2.080;0.000
7.820000e-04;2.080;0.020
7.840000e-04;2.080;0.000
7.860000e-04;2.080;0.040
7.880000e-04;2.040;0.020
7.900000e-04;2.000;0.000
7.920000e-04;2.040;0.020
7.940000e-04;1.960;0.020
7.960000e-04;1.960;-0.020
7.980000e-04;1.960;0.000
8.000000e-04;1.920;0.000
8.020000e-04;1.920;0.020
8.040000e-04;1.880;-0.020
8.060000e-04;1.880;0.000
8.080000e-04;1.880;0.040
8.100000e-04;1.840;0.000
8.120000e-04;1.800;0.020
8.140000e-04;1.800;0.000
8.160000e-04;1.760;0.020
8.180000e-04;1.760;-0.020
8.200000e-04;1.760;-0.020
8.220000e-04;1.720;0.020
8.240000e-04;1.720;0.000
8.260000e-04;1.720;-0.020
8.280000e-04;1.680;0.020
8.300000e-04;1.640;0.000
8.320000e-04;1.640;-0.020
8.340000e-04;1.600;0.000
8.360000e-04;1.600;-0.060
8.380000e-04;1.560;0.000
8.400000e-04;1.560;-0.040
8.420000e-04;1.520;0.020
8.440000e-04;1.520;0.000
8.460000e-04;1.480;0.020
8.480000e-04;1.480;0.000
8.500000e-04;1.480;0.020
8.520000e-04;1.400;0.000
8.540000e-04;1.400;0.000
8.560000e-04;1.360;0.000
8.580000e-04;1.360;-0.020
8.600000e-04;1.360;0.000
8.620000e-04;1.360;0.000
8.640000e-04;1.320;0.020
8.660000e-04;1.280;0.000
8.680000e-04;1.280;-0.020
8.700000e-04;1.240;0.000
8.720000e-04;1.200;-0.040
8.740000e-04;1.200;0.000
8.760000e-04;1.200;0.020
8.780000e-04;1.160;0.020
8.800000e-04;1.160;-0.040
8.820000e-04;1.120;0.020
8.840000e-04;1.080;0.000
8.860000e-04;1.080;-0.020
8.880000e-04;1.040;0.000
8.900000e-04;1.040;-0.020
8.920000e-04;1.000;0.000
8.940000e-04;1.000;0.000
8.960000e-04;0.960;0.000
8.980000e-04;0.960;0.000
9.000000e-04;0.960;0.040
9.020000e-04;0.920;0.000
9.040000e-04;0.880;0.020
9.060000e-04;0.840;0.000
9.080000e-04;0.840;0.000
9.100000e-04;0.840;0.020
9.120000e-04;0.800;0.000
9.140000e-04;0.800;0.000
9.160000e-04;0.720;0.000
9.180000e-04;0.720;0.020
9.200000e-04;0.720;0.020
9.220000e-04;0.680;0.020
9.240000e-04;0.640;0.000
9.260000e-04;0.640;0.000
9.280000e-04;0.600;0.000
9.300000e-04;0.560;0.000
9.320000e-04;0.560;-0.020
9.340000e-04;0.560;0.000
9.360000e-04;0.520;-0.020
9.380000e-04;0.520;-0.020
9.400000e-04;0.480;0.020
9.420000e-04;0.440;0.000
9.440000e-04;0.440;0.000
9.460000e-04;0.440;0.000
9.480000e-04;0.400;0.020
9.500000e-04;0.400;0.000
9.520000e-04;0.360;0.000
9.540000e-04;0.320;0.060
9.560000e-04;0.320;0.020
9.580000e-04;0.280;0.000
9.600000e-04;0.280;0.000
9.620000e-04;0.240;0.000
9.640000e-04;0.200;-0.040
9.660000e-04;0.200;0.000
9.680000e-04;0.160;-0.020
9.700000e-04;0.160;0.000
9.720000e-04;0.120;-0.020
9.740000e-04;0.120;0.000
9.760000e-04;0.080;0.000
9.780000e-04;0.040;0.000
9.800000e-04;0.040;-0.020
9.820000e-04;0.000;-0.020
9.840000e-04;-0.040;0.000
9.860000e-04;-0.040;-0.040
9.880000e-04;-0.040;0.000
9.900000e-04;-0.080;0.000
9.920000e-04;-0.120;0.020
9.940000e-04;-0.120;0.000
9.960000e-04;-0.160;0.020
9.980000e-04;-0.160;0.000
1.000000e-03;-0.200;-0.020
1.002000e-03;-0.200;0.000
1.004000e-03;-0.240;0.020
1.006000e-03;-0.240;0.000
1.008000e-03;-0.280;0.000
1.010000e-03;-0.320;0.020
1.012000e-03;-0.320;0.000
1.014000e-03;-0.360;-0.020
1.016000e-03;-0.360;0.000
1.018000e-03;-0.400;0.020
1.020000e-03;-0.400;0.000
1.022000e-03;-0.440;0.000
1.024000e-03;-0.440;0.000
1.026000e-03;-0.480;0.000
1.028000e-03;-0.480;0.020
1.030000e-03;-0.520;0.000
1.032000e-03;-0.520;0.040
1.034000e-03;-0.560;0.000
1.036000e-03;-0.600;-0.040
1.038000e-03;-0.600;-0.020
1.040000e-03;-0.640;0.020
1.042000e-03;-0.640;0.000
1.044000e-03;-0.680;0.000
1.046000e-03;-0.680;0.020
1.048000e-03;-0.720;0.000
1.050000e-03;-0.760;0.020
1.052000e-03;-0.760;0.000
1.054000e-03;-0.760;0.020
1.056000e-03;-0.800;-0.020
1.058000e-03;-0.800;0.020
1.060000e-03;-0.840;0.020
1.062000e-03;-0.840;0.020
1.064000e-03;-0.920;0.000
1.066000e-03;-0.920;0.000
1.068000e-03;-0.920;0.040
1.070000e-03;-0.960;0.000
1.072000e-03;-0.960;0.000
1.074000e-03;-0.960;-0.020
1.076000e-03;-1.000;0.000
1.078000e-03;-1.040;-0.020
1.080000e-03;-1.040;0.020
1.082000e-03;-1.080;0.020
1.084000e-03;-1.120;0.020
1.086000e-03;-1.120;0.020
1.088000e-03;-1.120;0.020
1.090000e-03;-1.160;0.000
1.092000e-03;-1.200;0.000
1.094000e-03;-1.200;0.000
1.096000e-03;-1.240;-0.020
1.098000e-03;-1.240;0.020
1.100000e-03;-1.240;-0.040
1.102000e-03;-1.280;0.000
1.104000e-03;-1.280;0.000
1.106000e-03;-1.320;-0.020
1.108000e-03;-1.360;0.000
1.110000e-03;-1.360;0.020
1.112000e-03;-1.400;-0.020
1.114000e-03;-1.440;-0.020
1.116000e-03;-1.440;0.000
1.118000e-03;-1.440;0.000
1.120000e-03;-1.480;0.000
1.122000e-03;-1.520;0.000
1.124000e-03;-1.520;0.000
1.126000e-03;-1.520;0.000
1.128000e-03;-1.560;0.000
1.130000e-03;-1.600;0.000
1.132000e-03;-1.600;-0.040
1.134000e-03;-1.640;0.000
1.136000e-03;-1.640;0.000
1.138000e-03;-1.640;0.000
1.140000e-03;-1.680;0.000
1.142000e-03;-1.720;0.020
1.144000e-03;-1.720;0.020
1.146000e-03;-1.760;0.000
1.148000e-03;-1.760;0.000
1.150000e-03;-1.800;0.000
1.152000e-03;-1.800;0.000
1.154000e-03;-1.800;0.020
1.156000e-03;-1.840;0.000
1.158000e-03;-1.840;0.000
1.160000e-03;-1.880;0.020
1.162000e-03;-1.920;0.000
1.164000e-03;-1.920;0.020
1.166000e-03;-1.920;0.000
1.168000e-03;-1.960;0.000
1.170000e-03;-1.960;-0.020
1.172000e-03;-2.000;0.020
1.174000e-03;-2.000;0.000
1.176000e-03;-2.040;0.000
1.178000e-03;-2.040;0.020
1.180000e-03;-2.080;0.000
1.182000e-03;-2.080;0.000
1.184000e-03;-2.120;0.000
1.186000e-03;-2.120;-0.040
1.188000e-03;-2.120;-0.020
1.190000e-03;-2.160;0.020
1.192000e-03;-2.160;0.020
1.194000e-03;-2.160;0.000
1.196000e-03;-2.200;-0.020
1.198000e-03;-2.240;0.000
1.200000e-03;-2.240;0.020
1.202000e-03;-2.240;0.000
1.204000e-03;-2.280;0.000
1.206000e-03;-2.280;0.000
1.208000e-03;-2.280;0.000
1.210000e-03;-2.320;0.000
1.212000e-03;-2.320;0.000
1.214000e-03;-2.320;0.040
1.216000e-03;-2.360;0.000
1.218000e-03;-2.400;0.000
1.220000e-03;-2.400;0.000
1.222000e-03;-2.440;0.020
1.224000e-03;-2.440;-0.040
1.226000e-03;-2.440;0.000
1.228000e-03;-2.480;-0.020
1.230000e-03;-2.480;0.000
1.232000e-03;-2.520;-0.040
1.234000e-03;-2.520;0.000
1.236000e-03;-2.520;-0.060
1.238000e-03;-2.560;0.000
1.240000e-03;-2.560;0.000
1.242000e-03;-2.600;0.000
1.244000e-03;-2.600;0.000
1.246000e-03;-2.600;-0.040
1.248000e-03;-2.640;0.000
1.250000e-03;-2.640;0.000
1.252000e-03;-2.640;0.020
1.254000e-03;-2.680;0.000
1.256000e-03;-2.680;0.020
1.258000e-03;-2.680;0.000
1.260000e-03;-2.680;0.000
1.262000e-03;-2.720;0.000
1.264000e-03;-2.720;-0.020
1.266000e-03;-2.720;0.000
1.268000e-03;-2.760;0.000
1.270000e-03;-2.760;0.000
1.272000e-03;-2.800;0.000
1.274000e-03;-2.800;-0.020
1.276000e-03;-2.800;0.000
1.278000e-03;-2.840;-0.040
1.280000e-03;-2.840;0.000
1.282000e-03;-2.840;0.000
1.284000e-03;-2.880;0.000
1.286000e-03;-2.880;-0.060
1.288000e-03;-2.880;0.000
1.290000e-03;-2.920;0.000
1.292000e-03;-2.920;0.020
1.294000e-03;-2.920;0.020
1.296000e-03;-2.960;0.000
1.298000e-03;-2.960;0.000
1.300000e-03;-2.960;0.020
1.302000e-03;-3.000;0.000
1.304000e-03;-2.960;0.000
1.306000e-03;-3.000;0.020
1.308000e-03;-3.000;0.000
1.310000e-03;-3.040;0.040
