Temps (s);CH1 (V);CH2 (V)
-1.458000e-03;-1.120;0.020
-1.457000e-03;-1.160;0.020
-1.456000e-03;-1.160;0.040
-1.455000e-03;-1.200;0.020
-1.454000e-03;-1.200;0.020
-1.453000e-03;-1.240;0.020
-1.452000e-03;-1.240;0.020
-1.451000e-03;-1.280;0.000
-1.450000e-03;-1.280;0.020
-1.449000e-03;-1.320;0.000
-1.448000e-03;-1.360;0.000
-1.447000e-03;-1.360;0.000
-1.446000e-03;-1.400;0.000
-1.445000e-03;-1.400;0.020
-1.444000e-03;-1.440;0.000
-1.443000e-03;-1.440;0.000
-1.442000e-03;-1.440;-0.020
-1.441000e-03;-1.480;0.020
-1.440000e-03;-1.520;0.020
-1.439000e-03;-1.520;0.020
-1.438000e-03;-1.560;-0.020
-1.437000e-03;-1.560;0.000
-1.436000e-03;-1.600;0.000
-1.435000e-03;-1.600;0.020
-1.434000e-03;-1.640;0.000
-1.433000e-03;-1.680;0.000
-1.432000e-03;-1.680;0.020
-1.431000e-03;-1.680;0.040
-1.430000e-03;-1.720;0.000
-1.429000e-03;-1.760;0.000
-1.428000e-03;-1.760;0.000
-1.427000e-03;-1.760;0.000
-1.426000e-03;-1.800;0.000
-1.425000e-03;-1.800;0.000
-1.424000e-03;-1.800;-0.040
-1.423000e-03;-1.840;0.000
-1.422000e-03;-1.840;0.020
-1.421000e-03;-1.920;0.000
-1.420000e-03;-1.920;0.020
-1.419000e-03;-1.920;0.020
-1.418000e-03;-1.960;0.000
-1.417000e-03;-1.960;0.000
-1.416000e-03;-1.960;-0.020
-1.415000e-03;-2.000;0.000
-1.414000e-03;-2.000;0.000
-1.413000e-03;-2.040;0.020
-1.412000e-03;-2.040;0.020
-1.411000e-03;-2.080;0.000
-1.410000e-03;-2.080;-0.020
-1.409000e-03;-2.080;0.000
-1.408000e-03;-2.120;0.000
-1.407000e-03;-2.160;-0.020
-1.406000e-03;-2.160;-0.020
-1.405000e-03;-2.160;0.000
-1.404000e-03;-2.200;0.020
-1.403000e-03;-2.200;0.040
-1.402000e-03;-2.200;0.000
-1.401000e-03;-2.240;0.020
-1.400000e-03;-2.280;0.020
-1.399000e-03;-2.280;-0.020
-1.398000e-03;-2.280;0.000
-1.397000e-03;-2.320;0.000
-1.396000e-03;-2.320;0.020
-1.395000e-03;-2.320;0.040
-1.394000e-03;-2.360;0.000
-1.393000e-03;-2.360;0.000
-1.392000e-03;-2.400;0.020
-1.391000e-03;-2.400;0.020
-1.390000e-03;-2.400;0.000
-1.389000e-03;-2.440;0.000
-1.388000e-03;-2.440;-0.040
-1.387000e-03;-2.480;0.000
-1.386000e-03;-2.480;0.000
-1.385000e-03;-2.480;-0.020
-1.384000e-03;-2.520;0.020
-1.383000e-03;-2.560;0.000
-1.382000e-03;-2.560;0.000
-1.381000e-03;-2.560;0.000
-1.380000e-03;-2.600;0.000
-1.379000e-03;-2.600;0.020
-1.378000e-03;-2.600;0.040
-1.377000e-03;-2.640;0.000
-1.376000e-03;-2.640;0.020
-1.375000e-03;-2.640;0.020
-1.374000e-03;-2.680;0.000
-1.373000e-03;-2.680;0.000
-1.372000e-03;-2.680;-0.020
-1.371000e-03;-2.720;-0.020
-1.370000e-03;-2.720;0.000
-1.369000e-03;-2.760;0.000
-1.368000e-03;-2.760;0.000
-1.367000e-03;-2.760;-0.020
-1.366000e-03;-2.760;0.000
-1.365000e-03;-2.760;0.000
-1.364000e-03;-2.800;0.020
-1.363000e-03;-2.800;0.040
-1.362000e-03;-2.840;0.000
-1.361000e-03;-2.840;0.020
-1.360000e-03;-2.840;0.020
-1.359000e-03;-2.880;0.000
-1.358000e-03;-2.880;0.000
-1.357000e-03;-2.880;0.000
-1.356000e-03;-2.920;0.060
-1.355000e-03;-2.920;0.000
-1.354000e-03;-2.920;0.000
-1.353000e-03;-2.960;0.020
-1.352000e-03;-2.960;0.000
-1.351000e-03;-2.960;0.020
-1.350000e-03;-2.960;0.020
-1.349000e-03;-2.960;-0.040
-1.348000e-03;-3.000;0.000
-1.347000e-03;-3.000;0.020
-1.346000e-03;-3.040;-0.040
-1.345000e-03;-3.040;0.000
-1.344000e-03;-3.040;0.020
-1.343000e-03;-3.040;0.000
-1.342000e-03;-3.080;0.020
-1.341000e-03;-3.080;0.000
-1.340000e-03;-3.080;-0.020
-1.339000e-03;-3.080;0.020
-1.338000e-03;-3.080;0.020
-1.337000e-03;-3.120;0.000
-1.336000e-03;-3.120;0.000
-1.335000e-03;-3.160;0.000
-1.334000e-03;-3.160;0.000
-1.333000e-03;-3.160;0.000
-1.332000e-03;-3.160;-0.020
-1.331000e-03;-3.200;-0.080
-1.330000e-03;-3.200;0.000
-1.329000e-03;-3.200;0.000
-1.328000e-03;-3.200;0.020
-1.327000e-03;-3.200;0.000
-1.326000e-03;-3.200;0.020
-1.325000e-03;-3.240;0.020
-1.324000e-03;-3.240;0.060
-1.323000e-03;-3.240;0.000
-1.322000e-03;-3.280;0.000
-1.321000e-03;-3.240;0.000
-1.320000e-03;-3.280;0.000
-1.319000e-03;-3.280;0.000
-1.318000e-03;-3.280;0.000
-1.317000e-03;-3.280;-0.040
-1.316000e-03;-3.280;0.000
-1.315000e-03;-3.280;-0.020
-1.314000e-03;-3.360;-0.040
-1.313000e-03;-3.320;0.000
-1.312000e-03;-3.320;0.020
-1.311000e-03;-3.360;0.020
-1.310000e-03;-3.360;-0.020
-1.309000e-03;-3.360;0.000
-1.308000e-03;-3.360;0.020
-1.307000e-03;-3.360;0.000
-1.306000e-03;-3.360;0.020
-1.305000e-03;-3.400;0.000
-1.304000e-03;-3.400;0.000
-1.303000e-03;-3.400;0.020
-1.302000e-03;-3.400;0.000
-1.301000e-03;-3.400;0.000
-1.300000e-03;-3.400;0.020
-1.299000e-03;-3.400;0.020
-1.298000e-03;-3.400;0.020
-1.297000e-03;-3.400;0.020
-1.296000e-03;-3.440;-0.020
-1.295000e-03;-3.440;0.000
-1.294000e-03;-3.440;0.000
-1.293000e-03;-3.440;-0.020
-1.292000e-03;-3.440;-0.040
-1.291000e-03;-3.440;0.000
-1.290000e-03;-3.440;0.020
-1.289000e-03;-3.440;0.020
-1.288000e-03;-3.440;0.000
-1.287000e-03;-3.480;0.040
-1.286000e-03;-3.480;0.040
-1.285000e-03;-3.480;0.040
-1.284000e-03;-3.480;0.000
-1.283000e-03;-3.480;0.000
-1.282000e-03;-3.480;0.000
-1.281000e-03;-3.480;0.000
-1.280000e-03;-3.480;0.000
-1.279000e-03;-3.520;0.000
-1.278000e-03;-3.480;0.000
-1.277000e-03;-3.520;0.000
-1.276000e-03;-3.480;-0.020
-1.275000e-03;-3.520;-0.020
-1.274000e-03;-3.520;0.020
-1.273000e-03;-3.520;0.000
-1.272000e-03;-3.520;0.020
-1.271000e-03;-3.520;0.020
-1.270000e-03;-3.520;0.020
-1.269000e-03;-3.520;0.000
-1.268000e-03;-3.520;0.000
-1.267000e-03;-3.520;0.020
-1.266000e-03;-3.480;0.000
-1.265000e-03;-3.520;0.000
-1.264000e-03;-3.520;-0.020
-1.263000e-03;-3.480;0.000
-1.262000e-03;-3.520;0.020
-1.261000e-03;-3.520;0.000
-1.260000e-03;-3.520;0.000
-1.259000e-03;-3.520;0.000
-1.258000e-03;-3.520;0.000
-1.257000e-03;-3.520;-0.040
-1.256000e-03;-3.520;0.000
-1.255000e-03;-3.520;0.020
-1.254000e-03;-3.520;0.000
-1.253000e-03;-3.520;-0.020
-1.252000e-03;-3.520;-0.020
-1.251000e-03;-3.520;0.000
-1.250000e-03;-3.520;0.000
-1.249000e-03;-3.480;0.020
-1.248000e-03;-3.480;0.000
-1.247000e-03;-3.520;0.020
-1.246000e-03;-3.520;0.020
-1.245000e-03;-3.520;-0.020
-1.244000e-03;-3.480;0.000
-1.243000e-03;-3.520;0.000
-1.242000e-03;-3.480;-0.060
-1.241000e-03;-3.480;0.020
-1.240000e-03;-3.480;0.000
-1.239000e-03;-3.480;0.000
-1.238000e-03;-3.480;0.000
-1.237000e-03;-3.480;0.020
-1.236000e-03;-3.480;0.020
-1.235000e-03;-3.440;0.040
-1.234000e-03;-3.480;0.000
-1.233000e-03;-3.440;0.020
-1.232000e-03;-3.440;0.020
-1.231000e-03;-3.440;0.000
-1.230000e-03;-3.440;0.000
-1.229000e-03;-3.440;0.000
-1.228000e-03;-3.440;-0.020
-1.227000e-03;-3.440;-0.020
-1.226000e-03;-3.400;-0.020
-1.225000e-03;-3.440;-0.040
-1.224000e-03;-3.400;0.020
-1.223000e-03;-3.440;0.000
-1.222000e-03;-3.400;0.000
-1.221000e-03;-3.400;0.000
-1.220000e-03;-3.400;0.000
-1.219000e-03;-3.400;0.000
-1.218000e-03;-3.400;0.020
-1.217000e-03;-3.400;-0.040
-1.216000e-03;-3.400;0.000
-1.215000e-03;-3.360;0.020
-1.214000e-03;-3.360;0.020
-1.213000e-03;-3.360;0.000
-1.212000e-03;-3.360;0.000
-1.211000e-03;-3.360;0.020
-1.210000e-03;-3.320;0.040
-1.209000e-03;-3.320;0.020
-1.208000e-03;-3.320;0.000
-1.207000e-03;-3.280;0.000
-1.206000e-03;-3.320;0.000
-1.205000e-03;-3.320;0.020
-1.204000e-03;-3.280;0.000
-1.203000e-03;-3.280;-0.040
-1.202000e-03;-3.280;0.020
-1.201000e-03;-3.240;-0.020
-1.200000e-03;-3.240;0.000
-1.199000e-03;-3.280;0.000
-1.198000e-03;-3.240;0.020
-1.197000e-03;-3.240;0.020
-1.196000e-03;-3.200;0.040
-1.195000e-03;-3.200;0.000
-1.194000e-03;-3.200;0.020
-1.193000e-03;-3.200;0.020
-1.192000e-03;-3.160;0.000
-1.191000e-03;-3.200;0.000
-1.190000e-03;-3.160;0.000
-1.189000e-03;-3.160;-0.040
-1.188000e-03;-3.160;0.020
-1.187000e-03;-3.120;0.020
-1.186000e-03;-3.120;-0.020
-1.185000e-03;-3.080;0.000
-1.184000e-03;-3.080;0.020
-1.183000e-03;-3.080;0.020
-1.182000e-03;-3.080;0.020
-1.181000e-03;-3.080;0.000
-1.180000e-03;-3.040;0.000
-1.179000e-03;-3.080;0.020
-1.178000e-03;-3.040;-0.020
-1.177000e-03;-3.040;-0.020
-1.176000e-03;-3.040;0.000
-1.175000e-03;-3.000;-0.040
-1.174000e-03;-3.000;0.000
-1.173000e-03;-2.960;0.000
-1.172000e-03;-3.000;-0.020
-1.171000e-03;-2.960;0.020
-1.170000e-03;-2.960;0.000
-1.169000e-03;-2.960;0.000
-1.168000e-03;-2.960;-0.020
-1.167000e-03;-2.920;0.020
-1.166000e-03;-2.920;0.000
-1.165000e-03;-2.880;0.020
-1.164000e-03;-2.880;-0.040
-1.163000e-03;-2.880;0.020
-1.162000e-03;-2.880;0.000
-1.161000e-03;-2.880;0.000
-1.160000e-03;-2.840;0.060
-1.159000e-03;-2.840;0.000
-1.158000e-03;-2.800;0.000
-1.157000e-03;-2.800;0.020
-1.156000e-03;-2.760;0.000
-1.155000e-03;-2.760;0.000
-1.154000e-03;-2.760;0.000
-1.153000e-03;-2.760;-0.020
-1.152000e-03;-2.720;0.000
-1.151000e-03;-2.720;-0.020
-1.150000e-03;-2.680;-0.020
-1.149000e-03;-2.680;0.000
-1.148000e-03;-2.680;0.000
-1.147000e-03;-2.640;0.020
-1.146000e-03;-2.640;0.000
-1.145000e-03;-2.640;0.000
-1.144000e-03;-2.600;0.020
-1.143000e-03;-2.600;0.060
-1.142000e-03;-2.600;0.000
-1.141000e-03;-2.560;0.020
-1.140000e-03;-2.560;0.020
-1.139000e-03;-2.520;0.000
-1.138000e-03;-2.520;0.000
-1.137000e-03;-2.520;0.040
-1.136000e-03;-2.480;-0.020
-1.135000e-03;-2.480;0.020
-1.134000e-03;-2.440;0.000
-1.133000e-03;-2.440;-0.020
-1.132000e-03;-2.440;-0.040
-1.131000e-03;-2.440;0.000
-1.130000e-03;-2.360;0.000
-1.129000e-03;-2.360;0.020
-1.128000e-03;-2.360;-0.060
-1.127000e-03;-2.320;0.000
-1.126000e-03;-2.320;0.020
-1.125000e-03;-2.320;0.000
-1.124000e-03;-2.280;0.000
-1.123000e-03;-2.280;0.000
-1.122000e-03;-2.280;0.020
-1.121000e-03;-2.240;0.060
-1.120000e-03;-2.240;-0.020
-1.119000e-03;-2.200;0.000
-1.118000e-03;-2.200;0.000
-1.117000e-03;-2.200;0.000
-1.116000e-03;-2.160;0.000
-1.115000e-03;-2.160;0.000
-1.114000e-03;-2.120;-0.040
-1.113000e-03;-2.120;0.020
-1.112000e-03;-2.120;0.000
-1.111000e-03;-2.080;-0.020
-1.110000e-03;-2.040;0.000
-1.109000e-03;-2.000;0.000
-1.108000e-03;-2.000;0.000
-1.107000e-03;-2.000;0.020
-1.106000e-03;-1.960;0.000
-1.105000e-03;-1.960;0.020
-1.104000e-03;-1.920;0.020
-1.103000e-03;-1.920;0.000
-1.102000e-03;-1.920;0.000
-1.101000e-03;-1.880;0.000
-1.100000e-03;-1.880;0.000
-1.099000e-03;-1.840;0.000
-1.098000e-03;-1.840;0.000
-1.097000e-03;-1.800;0.000
-1.096000e-03;-1.800;-0.040
-1.095000e-03;-1.760;0.000
-1.094000e-03;-1.760;0.000
-1.093000e-03;-1.720;0.000
-1.092000e-03;-1.720;-0.020
-1.091000e-03;-1.720;0.000
-1.090000e-03;-1.680;0.020
-1.089000e-03;-1.640;-0.040
-1.088000e-03;-1.640;0.000
-1.087000e-03;-1.600;0.020
-1.086000e-03;-1.600;-0.020
-1.085000e-03;-1.560;0.000
-1.084000e-03;-1.560;0.000
-1.083000e-03;-1.520;-0.020
-1.082000e-03;-1.520;0.040
-1.081000e-03;-1.480;0.000
-1.080000e-03;-1.480;-0.020
-1.079000e-03;-1.440;0.020
-1.078000e-03;-1.440;-0.020
-1.077000e-03;-1.400;0.020
-1.076000e-03;-1.400;0.020
-1.075000e-03;-1.360;-0.020
-1.074000e-03;-1.320;0.020
-1.073000e-03;-1.320;0.000
-1.072000e-03;-1.280;0.000
-1.071000e-03;-1.280;0.040
-1.070000e-03;-1.280;0.000
-1.069000e-03;-1.240;0.020
-1.068000e-03;-1.240;0.000
-1.067000e-03;-1.160;0.000
-1.066000e-03;-1.200;0.000
-1.065000e-03;-1.160;0.000
-1.064000e-03;-1.120;-0.020
-1.063000e-03;-1.120;0.000
-1.062000e-03;-1.080;0.020
-1.061000e-03;-1.080;-0.020
-1.060000e-03;-1.080;0.000
-1.059000e-03;-1.040;-0.020
-1.058000e-03;-1.000;0.000
-1.057000e-03;-1.000;0.000
-1.056000e-03;-0.960;0.000
-1.055000e-03;-0.920;0.020
-1.054000e-03;-0.920;0.040
-1.053000e-03;-0.880;0.000
-1.052000e-03;-0.880;0.020
-1.051000e-03;-0.840;0.020
-1.050000e-03;-0.840;0.020
-1.049000e-03;-0.800;0.000
-1.048000e-03;-0.760;0.000
-1.047000e-03;-0.760;-0.020
-1.046000e-03;-0.760;0.020
-1.045000e-03;-0.760;0.000
-1.044000e-03;-0.720;-0.020
-1.043000e-03;-0.680;-0.040
-1.042000e-03;-0.680;-0.020
-1.041000e-03;-0.640;0.000
-1.040000e-03;-0.640;0.000
-1.039000e-03;-0.600;-0.040
-1.038000e-03;-0.560;0.020
-1.037000e-03;-0.560;0.020
-1.036000e-03;-0.560;0.020
-1.035000e-03;-0.520;0.000
-1.034000e-03;-0.480;0.020
-1.033000e-03;-0.440;0.000
-1.032000e-03;-0.440;0.060
-1.031000e-03;-0.400;0.000
-1.030000e-03;-0.400;0.000
-1.029000e-03;-0.400;-0.020
-1.028000e-03;-0.360;0.000
-1.027000e-03;-0.320;0.000
-1.026000e-03;-0.320;-0.040
-1.025000e-03;-0.280;-0.040
-1.024000e-03;-0.280;0.000
-1.023000e-03;-0.240;-0.020
-1.022000e-03;-0.200;-0.020
-1.021000e-03;-0.200;0.000
-1.020000e-03;-0.160;0.000
-1.019000e-03;-0.160;0.020
-1.018000e-03;-0.160;0.020
-1.017000e-03;-0.120;0.000
-1.016000e-03;-0.120;0.000
-1.015000e-03;-0.040;0.020
-1.014000e-03;-0.040;0.000
-1.013000e-03;0.000;-0.020
-1.012000e-03;0.000;0.020
-1.011000e-03;0.040;-0.020
-1.010000e-03;0.040;0.020
-1.009000e-03;0.080;0.000
-1.008000e-03;0.120;-0.020
-1.007000e-03;0.120;-0.040
-1.006000e-03;0.120;0.000
-1.005000e-03;0.160;0.000
-1.004000e-03;0.200;0.020
-1.003000e-03;0.200;0.000
-1.002000e-03;0.240;0.000
-1.001000e-03;0.240;0.020
-1.000000e-03;0.280;0.060
-9.990000e-04;0.280;0.000
-9.980000e-04;0.320;0.020
-9.970000e-04;0.320;-0.020
-9.960000e-04;0.360;0.000
-9.950000e-04;0.400;0.000
-9.940000e-04;0.400;-0.040
-9.930000e-04;0.400;0.040
-9.920000e-04;0.440;0.000
-9.910000e-04;0.440;0.000
-9.900000e-04;0.480;0.020
-9.890000e-04;0.480;-0.020
-9.880000e-04;0.520;0.020
-9.870000e-04;0.520;0.020
-9.860000e-04;0.560;-0.020
-9.850000e-04;0.600;0.000
-9.840000e-04;0.640;0.000
-9.830000e-04;0.640;-0.020
-9.820000e-04;0.640;0.040
-9.810000e-04;0.680;0.000
-9.800000e-04;0.720;0.020
-9.790000e-04;0.720;0.020
-9.780000e-04;0.720;0.000
-9.770000e-04;0.720;0.000
-9.760000e-04;0.760;0.000
-9.750000e-04;0.800;-0.020
-9.740000e-04;0.800;-0.020
-9.730000e-04;0.800;-0.020
-9.720000e-04;0.840;-0.040
-9.710000e-04;0.800;0.000
-9.700000e-04;0.840;0.000
-9.690000e-04;0.840;0.000
-9.680000e-04;0.840;-0.020
-9.670000e-04;0.840;0.000
-9.660000e-04;0.840;0.000
-9.650000e-04;0.880;0.020
-9.640000e-04;0.840;0.000
-9.630000e-04;0.880;0.020
-9.620000e-04;0.880;0.040
-9.610000e-04;0.880;0.040
-9.600000e-04;0.880;0.020
-9.590000e-04;0.920;0.000
-9.580000e-04;0.920;-0.020
-9.570000e-04;0.880;0.020
-9.560000e-04;0.920;0.000
-9.550000e-04;0.920;-0.020
-9.540000e-04;0.920;-0.040
-9.530000e-04;0.920;0.000
-9.520000e-04;0.920;0.020
-9.510000e-04;0.920;0.000
-9.500000e-04;0.920;-0.080
-9.490000e-04;0.920;0.000
-9.480000e-04;0.920;0.000
-9.470000e-04;0.920;0.000
-9.460000e-04;0.920;0.020
-9.450000e-04;0.920;0.000
-9.440000e-04;0.960;0.000
-9.430000e-04;0.960;0.040
-9.420000e-04;0.920;-0.020
-9.410000e-04;0.920;0.000
-9.400000e-04;0.960;0.020
-9.390000e-04;0.960;0.000
-9.380000e-04;0.960;0.000
-9.370000e-04;0.960;0.000
-9.360000e-04;0.960;-0.020
-9.350000e-04;0.960;0.020
-9.340000e-04;0.960;0.020
-9.330000e-04;0.960;-0.020
-9.320000e-04;0.960;0.000
-9.310000e-04;0.960;0.000
-9.300000e-04;0.960;0.000
-9.290000e-04;0.960;0.020
-9.280000e-04;0.960;0.000
-9.270000e-04;1.000;0.000
-9.260000e-04;0.960;0.020
-9.250000e-04;1.000;0.020
-9.240000e-04;0.960;0.020
-9.230000e-04;0.960;0.020
-9.220000e-04;0.960;0.000
-9.210000e-04;0.960;0.000
-9.200000e-04;1.000;0.000
-9.190000e-04;0.960;0.000
-9.180000e-04;0.960;-0.040
-9.170000e-04;0.960;0.000
-9.160000e-04;0.960;0.020
-9.150000e-04;1.000;0.000
-9.140000e-04;1.000;0.020
-9.130000e-04;1.000;0.000
-9.120000e-04;1.000;0.040
-9.110000e-04;1.000;0.060
-9.100000e-04;1.000;0.000
-9.090000e-04;1.000;0.000
-9.080000e-04;1.000;0.000
-9.070000e-04;1.000;0.000
-9.060000e-04;1.000;0.000
-9.050000e-04;1.000;-0.020
-9.040000e-04;1.000;0.040
-9.030000e-04;1.000;0.000
-9.020000e-04;1.000;0.000
-9.010000e-04;1.000;-0.020
-9.000000e-04;1.000;0.020
-8.990000e-04;1.000;0.000
-8.980000e-04;1.040;0.000
-8.970000e-04;1.000;-0.040
-8.960000e-04;1.000;0.000
-8.950000e-04;1.040;0.020
-8.940000e-04;1.040;0.000
-8.930000e-04;1.000;0.020
-8.920000e-04;1.040;0.000
-8.910000e-04;1.040;0.000
-8.900000e-04;1.040;0.020
-8.890000e-04;1.040;0.000
-8.880000e-04;1.040;0.000
-8.870000e-04;1.040;0.020
-8.860000e-04;1.080;0.040
-8.850000e-04;1.080;0.000
-8.840000e-04;1.080;0.000
-8.830000e-04;1.080;-0.020
-8.820000e-04;1.080;0.000
-8.810000e-04;1.080;0.000
-8.800000e-04;1.080;0.000
-8.790000e-04;1.080;-0.020
-8.780000e-04;1.120;0.000
-8.770000e-04;1.080;0.020
-8.760000e-04;1.080;0.040
-8.750000e-04;1.080;0.000
-8.740000e-04;1.120;0.020
-8.730000e-04;1.120;0.020
-8.720000e-04;1.120;0.040
-8.710000e-04;1.120;0.020
-8.700000e-04;1.120;0.020
-8.690000e-04;1.120;0.020
-8.680000e-04;1.120;0.000
-8.670000e-04;1.160;-0.020
-8.660000e-04;1.160;0.000
-8.650000e-04;1.160;-0.040
-8.640000e-04;1.160;0.000
-8.630000e-04;1.160;0.000
-8.620000e-04;1.160;0.020
-8.610000e-04;1.160;-0.060
-8.600000e-04;1.200;0.000
-8.590000e-04;1.160;0.000
-8.580000e-04;1.160;0.000
-8.570000e-04;1.160;0.000
-8.560000e-04;1.160;0.000
-8.550000e-04;1.200;0.020
-8.540000e-04;1.160;0.040
-8.530000e-04;1.200;-0.020
-8.520000e-04;1.200;0.000
-8.510000e-04;1.200;0.020
-8.500000e-04;1.200;0.000
-8.490000e-04;1.200;0.000
-8.480000e-04;1.200;0.000
-8.470000e-04;1.200;-0.020
-8.460000e-04;1.200;0.000
-8.450000e-04;1.200;0.020
-8.440000e-04;1.200;-0.040
-8.430000e-04;1.240;0.000
-8.420000e-04;1.240;0.000
-8.410000e-04;1.200;-0.020
-8.400000e-04;1.200;0.000
-8.390000e-04;1.240;0.000
-8.380000e-04;1.240;0.000
-8.370000e-04;1.240;0.040
-8.360000e-04;1.240;0.020
-8.350000e-04;1.240;0.000
-8.340000e-04;1.240;0.020
-8.330000e-04;1.240;0.020
-8.320000e-04;1.280;0.000
-8.310000e-04;1.240;0.000
-8.300000e-04;1.280;0.000
-8.290000e-04;1.280;-0.060
-8.280000e-04;1.280;0.000
-8.270000e-04;1.280;0.000
-8.260000e-04;1.280;0.020
-8.250000e-04;1.240;0.000
-8.240000e-04;1.280;0.000
-8.230000e-04;1.280;0.020
-8.220000e-04;1.280;0.060
-8.210000e-04;1.280;0.000
-8.200000e-04;1.240;0.020
-8.190000e-04;1.280;0.020
-8.180000e-04;1.280;0.000
-8.170000e-04;1.280;0.000
-8.160000e-04;1.280;0.000
-8.150000e-04;1.280;0.040
-8.140000e-04;1.320;0.000
-8.130000e-04;1.280;0.000
-8.120000e-04;1.320;-0.020
-8.110000e-04;1.280;0.020
-8.100000e-04;1.320;0.000
-8.090000e-04;1.280;0.020
-8.080000e-04;1.320;-0.020
-8.070000e-04;1.320;0.000
-8.060000e-04;1.320;0.020
-8.050000e-04;1.320;0.000
-8.040000e-04;1.320;0.000
-8.030000e-04;1.320;0.000
-8.020000e-04;1.320;0.000
-8.010000e-04;1.320;0.020
-8.000000e-04;1.320;0.020
-7.990000e-04;1.320;0.000
-7.980000e-04;1.320;0.000
-7.970000e-04;1.320;0.020
-7.960000e-04;1.320;0.020
-7.950000e-04;1.320;0.000
-7.940000e-04;1.320;-0.020
-7.930000e-04;1.320;0.000
-7.920000e-04;1.320;0.000
-7.910000e-04;1.360;0.000
-7.900000e-04;1.320;-0.040
-7.890000e-04;1.320;0.000
-7.880000e-04;1.320;0.020
-7.870000e-04;1.360;0.040
-7.860000e-04;1.360;0.000
-7.850000e-04;1.320;0.020
-7.840000e-04;1.360;0.020
-7.830000e-04;1.320;0.060
-7.820000e-04;1.360;0.000
-7.810000e-04;1.360;0.000
-7.800000e-04;1.360;0.000
-7.790000e-04;1.360;0.000
-7.780000e-04;1.360;0.020
-7.770000e-04;1.360;0.000
-7.760000e-04;1.360;-0.040
-7.750000e-04;1.360;0.000
-7.740000e-04;1.360;0.000
-7.730000e-04;1.360;0.000
-7.720000e-04;1.360;-0.060
-7.710000e-04;1.320;0.000
-7.700000e-04;1.360;0.000
-7.690000e-04;1.320;0.040
-7.680000e-04;1.360;0.000
-7.670000e-04;1.360;0.000
-7.660000e-04;1.360;0.000
-7.650000e-04;1.360;0.040
-7.640000e-04;1.360;-0.020
-7.630000e-04;1.360;0.000
-7.620000e-04;1.320;0.020
-7.610000e-04;1.320;0.020
-7.600000e-04;1.360;0.000
-7.590000e-04;1.360;0.000
-7.580000e-04;1.360;-0.020
-7.570000e-04;1.360;0.000
-7.560000e-04;1.360;0.020
-7.550000e-04;1.360;-0.040
-7.540000e-04;1.360;0.000
-7.530000e-04;1.320;0.000
-7.520000e-04;1.360;0.000
-7.510000e-04;1.360;0.020
-7.500000e-04;1.360;0.000
-7.490000e-04;1.360;0.000
-7.480000e-04;1.360;0.020
-7.470000e-04;1.320;0.020
-7.460000e-04;1.320;0.000
-7.450000e-04;1.320;0.020
-7.440000e-04;1.320;0.020
-7.430000e-04;1.360;0.000
-7.420000e-04;1.360;0.020
-7.410000e-04;1.320;-0.020
-7.400000e-04;1.360;-0.060
-7.390000e-04;1.320;0.000
-7.380000e-04;1.360;0.000
-7.370000e-04;1.360;0.040
-7.360000e-04;1.320;0.020
-7.350000e-04;1.360;0.000
-7.340000e-04;1.360;0.020
-7.330000e-04;1.360;0.060
-7.320000e-04;1.320;0.000
-7.310000e-04;1.320;0.020
-7.300000e-04;1.320;0.000
-7.290000e-04;1.360;0.000
-7.280000e-04;1.320;0.000
-7.270000e-04;1.320;-0.020
-7.260000e-04;1.320;0.060
-7.250000e-04;1.320;0.000
-7.240000e-04;1.320;0.000
-7.230000e-04;1.320;-0.040
-7.220000e-04;1.320;0.020
-7.210000e-04;1.320;0.000
-7.200000e-04;1.320;0.020
-7.190000e-04;1.320;-0.020
-7.180000e-04;1.320;0.020
-7.170000e-04;1.320;0.020
-7.160000e-04;1.320;0.000
-7.150000e-04;1.320;0.020
-7.140000e-04;1.280;0.000
-7.130000e-04;1.320;0.020
-7.120000e-04;1.280;0.020
-7.110000e-04;1.320;0.000
-7.100000e-04;1.280;0.000
-7.090000e-04;1.320;0.020
-7.080000e-04;1.320;0.000
-7.070000e-04;1.280;0.000
-7.060000e-04;1.280;0.000
-7.050000e-04;1.280;-0.020
-7.040000e-04;1.280;0.000
-7.030000e-04;1.280;0.000
-7.020000e-04;1.280;0.000
-7.010000e-04;1.280;-0.040
-7.000000e-04;1.280;0.000
-6.990000e-04;1.280;0.000
-6.980000e-04;1.320;0.040
-6.970000e-04;1.280;0.000
-6.960000e-04;1.280;0.000
-6.950000e-04;1.240;0.020
-6.940000e-04;1.240;0.040
-6.930000e-04;1.240;0.020
-6.920000e-04;1.280;0.020
-6.910000e-04;1.240;-0.020
-6.900000e-04;1.280;0.000
-6.890000e-04;1.240;0.020
-6.880000e-04;1.240;0.000
-6.870000e-04;1.240;0.000
-6.860000e-04;1.240;0.000
-6.850000e-04;1.240;0.000
-6.840000e-04;1.240;0.000
-6.830000e-04;1.240;-0.060
-6.820000e-04;1.200;0.000
-6.810000e-04;1.240;0.020
-6.800000e-04;1.200;0.020
-6.790000e-04;1.200;0.000
-6.780000e-04;1.200;0.020
-6.770000e-04;1.200;0.000
-6.760000e-04;1.200;0.020
-6.750000e-04;1.200;0.000
-6.740000e-04;1.200;0.000
-6.730000e-04;1.200;0.040
-6.720000e-04;1.200;0.000
-6.710000e-04;1.200;0.020
