Temps (s);CH1 (V);CH2 (V)
-5.224000e-03;-0.760;0.020
-5.220000e-03;-0.720;0.000
-5.216000e-03;-0.720;0.000
-5.212000e-03;-0.680;0.000
-5.208000e-03;-0.680;-0.020
-5.204000e-03;-0.640;-0.020
-5.200000e-03;-0.640;0.020
-5.196000e-03;-0.600;0.020
-5.192000e-03;-0.600;0.000
-5.188000e-03;-0.600;0.000
-5.184000e-03;-0.560;0.020
-5.180000e-03;-0.560;0.020
-5.176000e-03;-0.520;-0.020
-5.172000e-03;-0.520;-0.020
-5.168000e-03;-0.480;0.000
-5.164000e-03;-0.480;0.060
-5.160000e-03;-0.480;0.000
-5.156000e-03;-0.440;0.000
-5.152000e-03;-0.440;0.000
-5.148000e-03;-0.400;0.020
-5.144000e-03;-0.360;0.000
-5.140000e-03;-0.400;-0.020
-5.136000e-03;-0.320;-0.040
-5.132000e-03;-0.320;-0.020
-5.128000e-03;-0.320;0.020
-5.124000e-03;-0.280;0.000
-5.120000e-03;-0.280;0.020
-5.116000e-03;-0.240;0.000
-5.112000e-03;-0.240;0.000
-5.108000e-03;-0.240;0.000
-5.104000e-03;-0.200;0.000
-5.100000e-03;-0.200;-0.040
-5.096000e-03;-0.200;0.000
-5.092000e-03;-0.160;-0.020
-5.088000e-03;-0.120;0.000
-5.084000e-03;-0.120;0.000
-5.080000e-03;-0.120;0.000
-5.076000e-03;-0.080;0.020
-5.072000e-03;-0.080;-0.040
-5.068000e-03;-0.040;-0.020
-5.064000e-03;-0.040;0.000
-5.060000e-03;-0.040;0.000
-5.056000e-03;0.000;0.000
-5.052000e-03;0.000;0.000
-5.048000e-03;0.040;0.020
-5.044000e-03;0.080;0.000
-5.040000e-03;0.080;0.020
-5.036000e-03;0.080;0.000
-5.032000e-03;0.120;0.000
-5.028000e-03;0.120;0.000
-5.024000e-03;0.160;0.000
-5.020000e-03;0.160;-0.020
-5.016000e-03;0.160;0.000
-5.012000e-03;0.200;0.020
-5.008000e-03;0.240;0.000
-5.004000e-03;0.240;0.020
-5.000000e-03;0.240;0.000
-4.996000e-03;0.280;0.020
-4.992000e-03;0.280;0.000
-4.988000e-03;0.320;0.000
-4.984000e-03;0.320;0.000
-4.980000e-03;0.360;0.020
-4.976000e-03;0.360;0.040
-4.972000e-03;0.360;0.000
-4.968000e-03;0.360;0.020
-4.964000e-03;0.400;0.000
-4.960000e-03;0.400;0.000
-4.956000e-03;0.440;0.000
-4.952000e-03;0.440;0.000
-4.948000e-03;0.480;0.000
-4.944000e-03;0.480;-0.020
-4.940000e-03;0.520;0.020
-4.936000e-03;0.520;0.000
-4.932000e-03;0.520;0.000
-4.928000e-03;0.560;0.000
-4.924000e-03;0.560;0.020
-4.920000e-03;0.560;0.000
-4.916000e-03;0.600;-0.020
-4.912000e-03;0.600;0.000
-4.908000e-03;0.640;-0.040
-4.904000e-03;0.640;0.040
-4.900000e-03;0.640;0.000
-4.896000e-03;0.680;0.000
-4.892000e-03;0.680;0.000
-4.888000e-03;0.680;0.020
-4.884000e-03;0.720;-0.020
-4.880000e-03;0.720;-0.020
-4.876000e-03;0.760;0.000
-4.872000e-03;0.760;-0.020
-4.868000e-03;0.760;0.000
-4.864000e-03;0.800;0.000
-4.860000e-03;0.800;0.000
-4.856000e-03;0.840;0.020
-4.852000e-03;0.840;0.020
-4.848000e-03;0.840;0.000
-4.844000e-03;0.880;-0.040
-4.840000e-03;0.880;0.040
-4.836000e-03;0.920;0.000
-4.832000e-03;0.920;-0.020
-4.828000e-03;0.920;-0.020
-4.824000e-03;0.960;0.020
-4.820000e-03;0.960;0.000
-4.816000e-03;0.960;0.040
-4.812000e-03;0.960;-0.020
-4.808000e-03;1.000;-0.040
-4.804000e-03;1.000;0.000
-4.800000e-03;1.040;0.000
-4.796000e-03;1.040;0.000
-4.792000e-03;1.080;0.000
-4.788000e-03;1.080;0.020
-4.784000e-03;1.080;0.020
-4.780000e-03;1.120;-0.040
-4.776000e-03;1.120;-0.040
-4.772000e-03;1.120;-0.020
-4.768000e-03;1.160;0.000
-4.764000e-03;1.160;0.000
-4.760000e-03;1.160;0.000
-4.756000e-03;1.160;0.000
-4.752000e-03;1.200;0.020
-4.748000e-03;1.200;0.000
-4.744000e-03;1.200;-0.060
-4.740000e-03;1.240;-0.020
-4.736000e-03;1.240;0.020
-4.732000e-03;1.240;0.000
-4.728000e-03;1.240;0.000
-4.724000e-03;1.240;0.020
-4.720000e-03;1.280;0.000
-4.716000e-03;1.280;0.020
-4.712000e-03;1.280;-0.020
-4.708000e-03;1.320;0.000
-4.704000e-03;1.320;0.000
-4.700000e-03;1.320;0.020
-4.696000e-03;1.320;0.000
-4.692000e-03;1.360;-0.020
-4.688000e-03;1.360;0.020
-4.684000e-03;1.360;0.000
-4.680000e-03;1.360;0.060
-4.676000e-03;1.360;0.000
-4.672000e-03;1.360;-0.020
-4.668000e-03;1.360;0.000
-4.664000e-03;1.400;0.000
-4.660000e-03;1.400;-0.020
-4.656000e-03;1.400;-0.020
-4.652000e-03;1.440;0.020
-4.648000e-03;1.440;0.020
-4.644000e-03;1.440;0.000
-4.640000e-03;1.440;0.000
-4.636000e-03;1.440;0.020
-4.632000e-03;1.480;0.000
-4.628000e-03;1.480;0.020
-4.624000e-03;1.480;0.000
-4.620000e-03;1.480;0.000
-4.616000e-03;1.520;0.060
-4.612000e-03;1.480;0.000
-4.608000e-03;1.520;0.000
-4.604000e-03;1.520;0.000
-4.600000e-03;1.560;0.020
-4.596000e-03;1.520;0.000
-4.592000e-03;1.560;-0.020
-4.588000e-03;1.560;0.000
-4.584000e-03;1.560;0.000
-4.580000e-03;1.600;0.000
-4.576000e-03;1.600;0.000
-4.572000e-03;1.600;0.000
-4.568000e-03;1.600;0.000
-4.564000e-03;1.600;0.000
-4.560000e-03;1.640;0.000
-4.556000e-03;1.640;0.000
-4.552000e-03;1.640;-0.040
-4.548000e-03;1.640;0.000
-4.544000e-03;1.640;-0.020
-4.540000e-03;1.680;0.020
-4.536000e-03;1.680;0.000
-4.532000e-03;1.680;0.000
-4.528000e-03;1.680;0.020
-4.524000e-03;1.680;-0.040
-4.520000e-03;1.720;-0.020
-4.516000e-03;1.720;0.000
-4.512000e-03;1.720;0.000
-4.508000e-03;1.720;0.000
-4.504000e-03;1.720;0.000
-4.500000e-03;1.720;0.000
-4.496000e-03;1.760;0.000
-4.492000e-03;1.720;0.020
-4.488000e-03;1.760;-0.020
-4.484000e-03;1.760;0.000
-4.480000e-03;1.760;0.000
-4.476000e-03;1.760;0.020
-4.472000e-03;1.800;0.020
-4.468000e-03;1.800;0.000
-4.464000e-03;1.800;0.020
-4.460000e-03;1.800;0.000
-4.456000e-03;1.840;0.040
-4.452000e-03;1.840;0.000
-4.448000e-03;1.840;0.020
-4.444000e-03;1.840;0.000
-4.440000e-03;1.880;0.000
-4.436000e-03;1.840;0.020
-4.432000e-03;1.880;0.000
-4.428000e-03;1.880;0.040
-4.424000e-03;1.880;-0.020
-4.420000e-03;1.880;0.020
-4.416000e-03;1.880;0.000
-4.412000e-03;1.880;0.000
-4.408000e-03;1.880;0.000
-4.404000e-03;1.920;0.000
-4.400000e-03;1.920;0.000
-4.396000e-03;1.920;0.000
-4.392000e-03;1.920;0.040
-4.388000e-03;1.960;-0.020
-4.384000e-03;1.920;0.020
-4.380000e-03;1.960;0.020
-4.376000e-03;1.960;0.000
-4.372000e-03;1.960;0.000
-4.368000e-03;1.960;0.000
-4.364000e-03;1.960;0.000
-4.360000e-03;2.000;0.000
-4.356000e-03;2.000;0.020
-4.352000e-03;2.000;0.000
-4.348000e-03;2.000;0.020
-4.344000e-03;2.040;0.000
-4.340000e-03;2.040;0.020
-4.336000e-03;2.040;0.000
-4.332000e-03;2.040;-0.020
-4.328000e-03;2.040;0.020
-4.324000e-03;2.040;0.000
-4.320000e-03;2.080;0.000
-4.316000e-03;2.080;0.000
-4.312000e-03;2.080;0.000
-4.308000e-03;2.080;0.020
-4.304000e-03;2.080;0.000
-4.300000e-03;2.080;0.000
-4.296000e-03;2.080;-0.020
-4.292000e-03;2.120;0.020
-4.288000e-03;2.080;0.000
-4.284000e-03;2.120;0.000
-4.280000e-03;2.120;0.000
-4.276000e-03;2.120;0.000
-4.272000e-03;2.120;0.000
-4.268000e-03;2.120;0.020
-4.264000e-03;2.120;-0.020
-4.260000e-03;2.120;-0.020
-4.256000e-03;2.120;0.000
-4.252000e-03;2.160;0.000
-4.248000e-03;2.160;0.000
-4.244000e-03;2.160;-0.020
-4.240000e-03;2.200;0.020
-4.236000e-03;2.160;0.020
-4.232000e-03;2.200;0.020
-4.228000e-03;2.200;-0.040
-4.224000e-03;2.200;0.000
-4.220000e-03;2.200;0.020
-4.216000e-03;2.200;0.000
-4.212000e-03;2.200;0.000
-4.208000e-03;2.200;0.000
-4.204000e-03;2.240;0.020
-4.200000e-03;2.240;0.000
-4.196000e-03;2.240;-0.060
-4.192000e-03;2.240;0.000
-4.188000e-03;2.240;0.020
-4.184000e-03;2.240;0.000
-4.180000e-03;2.280;0.000
-4.176000e-03;2.280;0.000
-4.172000e-03;2.280;0.020
-4.168000e-03;2.280;0.020
-4.164000e-03;2.280;-0.020
-4.160000e-03;2.280;0.020
-4.156000e-03;2.280;0.000
-4.152000e-03;2.320;0.000
-4.148000e-03;2.320;0.000
-4.144000e-03;2.320;0.000
-4.140000e-03;2.320;0.020
-4.136000e-03;2.320;0.000
-4.132000e-03;2.320;0.060
-4.128000e-03;2.320;0.020
-4.124000e-03;2.360;0.000
-4.120000e-03;2.360;0.000
-4.116000e-03;2.360;0.000
-4.112000e-03;2.360;-0.020
-4.108000e-03;2.360;0.000
-4.104000e-03;2.360;0.020
-4.100000e-03;2.400;0.020
-4.096000e-03;2.360;0.000
-4.092000e-03;2.400;0.020
-4.088000e-03;2.400;0.000
-4.084000e-03;2.400;0.000
-4.080000e-03;2.400;0.000
-4.076000e-03;2.400;-0.020
-4.072000e-03;2.400;0.020
-4.068000e-03;2.400;0.060
-4.064000e-03;2.440;0.000
-4.060000e-03;2.440;-0.020
-4.056000e-03;2.440;0.000
-4.052000e-03;2.440;0.020
-4.048000e-03;2.440;0.000
-4.044000e-03;2.440;0.000
-4.040000e-03;2.440;0.000
-4.036000e-03;2.480;0.000
-4.032000e-03;2.440;0.020
-4.028000e-03;2.480;0.000
-4.024000e-03;2.480;0.000
-4.020000e-03;2.480;0.000
-4.016000e-03;2.480;0.020
-4.012000e-03;2.480;-0.020
-4.008000e-03;2.480;0.000
-4.004000e-03;2.480;-0.020
-4.000000e-03;2.480;0.020
-3.996000e-03;2.480;0.000
-3.992000e-03;2.480;0.000
-3.988000e-03;2.520;0.020
-3.984000e-03;2.520;0.020
-3.980000e-03;2.520;0.020
-3.976000e-03;2.520;0.000
-3.972000e-03;2.520;-0.020
-3.968000e-03;2.520;0.000
-3.964000e-03;2.520;0.000
-3.960000e-03;2.560;0.000
-3.956000e-03;2.560;0.000
-3.952000e-03;2.560;0.000
-3.948000e-03;2.560;0.020
-3.944000e-03;2.560;0.020
-3.940000e-03;2.560;-0.020
-3.936000e-03;2.600;0.000
-3.932000e-03;2.560;0.020
-3.928000e-03;2.600;0.000
-3.924000e-03;2.600;0.000
-3.920000e-03;2.600;0.000
-3.916000e-03;2.600;0.000
-3.912000e-03;2.600;0.000
-3.908000e-03;2.640;0.040
-3.904000e-03;2.600;0.000
-3.900000e-03;2.600;0.020
-3.896000e-03;2.600;0.020
-3.892000e-03;2.600;0.020
-3.888000e-03;2.640;0.000
-3.884000e-03;2.680;0.000
-3.880000e-03;2.640;0.020
-3.876000e-03;2.640;0.040
-3.872000e-03;2.680;0.040
-3.868000e-03;2.640;0.000
-3.864000e-03;2.640;0.000
-3.860000e-03;2.680;0.020
-3.856000e-03;2.680;0.000
-3.852000e-03;2.680;0.000
-3.848000e-03;2.680;-0.020
-3.844000e-03;2.680;0.020
-3.840000e-03;2.680;0.020
-3.836000e-03;2.680;0.020
-3.832000e-03;2.680;0.000
-3.828000e-03;2.680;0.020
-3.824000e-03;2.720;0.000
-3.820000e-03;2.720;-0.020
-3.816000e-03;2.720;0.020
-3.812000e-03;2.720;-0.040
-3.808000e-03;2.720;0.020
-3.804000e-03;2.720;0.000
-3.800000e-03;2.720;0.000
-3.796000e-03;2.720;0.000
-3.792000e-03;2.760;0.020
-3.788000e-03;2.760;0.020
-3.784000e-03;2.760;-0.020
-3.780000e-03;2.760;0.020
-3.776000e-03;2.760;-0.060
-3.772000e-03;2.760;0.020
-3.768000e-03;2.760;0.000
-3.764000e-03;2.760;0.000
-3.760000e-03;2.760;0.000
-3.756000e-03;2.760;0.020
-3.752000e-03;2.760;0.020
-3.748000e-03;2.760;-0.020
-3.744000e-03;2.800;0.000
-3.740000e-03;2.760;0.000
-3.736000e-03;2.800;0.000
-3.732000e-03;2.760;0.000
-3.728000e-03;2.800;0.020
-3.724000e-03;2.800;0.020
-3.720000e-03;2.800;0.020
-3.716000e-03;2.800;0.020
-3.712000e-03;2.800;-0.040
-3.708000e-03;2.800;0.000
-3.704000e-03;2.800;0.000
-3.700000e-03;2.800;0.000
-3.696000e-03;2.800;0.000
-3.692000e-03;2.840;0.020
-3.688000e-03;2.800;0.020
-3.684000e-03;2.800;0.000
-3.680000e-03;2.800;0.060
-3.676000e-03;2.800;0.000
-3.672000e-03;2.840;0.020
-3.668000e-03;2.840;0.000
-3.664000e-03;2.840;0.000
-3.660000e-03;2.840;0.000
-3.656000e-03;2.840;0.000
-3.652000e-03;2.840;0.020
-3.648000e-03;2.840;0.020
-3.644000e-03;2.840;0.000
-3.640000e-03;2.840;0.000
-3.636000e-03;2.840;0.000
-3.632000e-03;2.880;0.000
-3.628000e-03;2.880;0.020
-3.624000e-03;2.880;-0.040
-3.620000e-03;2.880;0.000
-3.616000e-03;2.880;0.040
-3.612000e-03;2.840;0.000
-3.608000e-03;2.840;0.000
-3.604000e-03;2.880;0.000
-3.600000e-03;2.880;0.000
-3.596000e-03;2.880;-0.020
-3.592000e-03;2.880;0.000
-3.588000e-03;2.880;-0.020
-3.584000e-03;2.880;0.000
-3.580000e-03;2.920;0.000
-3.576000e-03;2.920;0.020
-3.572000e-03;2.920;-0.020
-3.568000e-03;2.920;0.000
-3.564000e-03;2.880;0.000
-3.560000e-03;2.920;0.000
-3.556000e-03;2.920;0.000
-3.552000e-03;2.920;-0.040
-3.548000e-03;2.920;0.000
-3.544000e-03;2.920;0.000
-3.540000e-03;2.920;0.020
-3.536000e-03;2.920;0.020
-3.532000e-03;2.920;0.020
-3.528000e-03;2.920;0.000
-3.524000e-03;2.920;-0.020
-3.520000e-03;2.960;-0.020
-3.516000e-03;2.920;0.020
-3.512000e-03;2.960;0.000
-3.508000e-03;2.920;0.000
-3.504000e-03;2.920;0.000
-3.500000e-03;2.920;0.020
-3.496000e-03;2.920;0.020
-3.492000e-03;2.920;0.020
-3.488000e-03;2.960;-0.040
-3.484000e-03;2.960;0.000
-3.480000e-03;2.960;0.000
-3.476000e-03;2.920;0.000
-3.472000e-03;2.920;0.000
-3.468000e-03;2.920;0.020
-3.464000e-03;2.920;0.020
-3.460000e-03;2.960;0.000
-3.456000e-03;2.960;0.020
-3.452000e-03;2.960;0.000
-3.448000e-03;2.960;0.020
-3.444000e-03;2.920;0.000
-3.440000e-03;2.960;0.000
-3.436000e-03;2.960;-0.020
-3.432000e-03;2.960;0.020
-3.428000e-03;2.960;0.020
-3.424000e-03;2.960;-0.040
-3.420000e-03;2.960;0.000
-3.416000e-03;2.960;0.000
-3.412000e-03;2.960;0.000
-3.408000e-03;2.960;0.000
-3.404000e-03;2.920;0.020
-3.400000e-03;2.960;0.000
-3.396000e-03;2.920;0.020
-3.392000e-03;2.960;0.020
-3.388000e-03;2.960;0.000
-3.384000e-03;2.960;0.000
-3.380000e-03;2.920;0.000
-3.376000e-03;2.920;0.020
-3.372000e-03;2.920;0.020
-3.368000e-03;2.920;0.000
-3.364000e-03;2.960;0.020
-3.360000e-03;2.920;0.040
-3.356000e-03;2.920;0.000
-3.352000e-03;2.920;0.020
-3.348000e-03;2.920;0.000
-3.344000e-03;2.920;0.020
-3.340000e-03;2.920;0.000
-3.336000e-03;2.880;0.000
-3.332000e-03;2.880;0.020
-3.328000e-03;2.880;0.020
-3.324000e-03;2.880;0.020
-3.320000e-03;2.840;0.000
-3.316000e-03;2.840;0.000
-3.312000e-03;2.880;0.000
-3.308000e-03;2.840;0.020
-3.304000e-03;2.800;-0.020
-3.300000e-03;2.800;-0.020
-3.296000e-03;2.760;0.040
-3.292000e-03;2.760;0.020
-3.288000e-03;2.760;0.000
-3.284000e-03;2.760;0.020
-3.280000e-03;2.760;0.000
-3.276000e-03;2.760;0.000
-3.272000e-03;2.720;0.000
-3.268000e-03;2.760;-0.020
-3.264000e-03;2.720;0.000
-3.260000e-03;2.720;0.040
-3.256000e-03;2.720;0.000
-3.252000e-03;2.720;0.000
-3.248000e-03;2.680;0.000
-3.244000e-03;2.680;0.020
-3.240000e-03;2.680;0.000
-3.236000e-03;2.680;-0.020
-3.232000e-03;2.640;-0.040
-3.228000e-03;2.640;0.040
-3.224000e-03;2.600;0.020
-3.220000e-03;2.600;0.000
-3.216000e-03;2.600;0.000
-3.212000e-03;2.600;0.020
-3.208000e-03;2.600;0.020
-3.204000e-03;2.560;-0.040
-3.200000e-03;2.560;-0.020
-3.196000e-03;2.560;0.020
-3.192000e-03;2.560;0.020
-3.188000e-03;2.520;0.000
-3.184000e-03;2.480;0.020
-3.180000e-03;2.520;0.020
-3.176000e-03;2.520;0.020
-3.172000e-03;2.480;0.020
-3.168000e-03;2.480;-0.020
-3.164000e-03;2.480;0.000
-3.160000e-03;2.440;-0.020
-3.156000e-03;2.440;0.020
-3.152000e-03;2.440;0.000
-3.148000e-03;2.440;0.000
-3.144000e-03;2.400;0.000
-3.140000e-03;2.400;0.000
-3.136000e-03;2.400;0.020
-3.132000e-03;2.360;-0.060
-3.128000e-03;2.360;0.020
-3.124000e-03;2.360;0.000
-3.120000e-03;2.320;0.000
-3.116000e-03;2.320;0.000
-3.112000e-03;2.320;0.000
-3.108000e-03;2.280;0.020
-3.104000e-03;2.280;0.000
-3.100000e-03;2.280;0.040
-3.096000e-03;2.240;0.000
-3.092000e-03;2.240;0.000
-3.088000e-03;2.240;-0.020
-3.084000e-03;2.200;0.000
-3.080000e-03;2.200;-0.020
-3.076000e-03;2.200;0.000
-3.072000e-03;2.160;0.020
-3.068000e-03;2.160;-0.020
-3.064000e-03;2.160;0.000
-3.060000e-03;2.160;0.000
-3.056000e-03;2.120;0.000
-3.052000e-03;2.120;0.000
-3.048000e-03;2.080;0.000
-3.044000e-03;2.080;0.000
-3.040000e-03;2.080;0.000
-3.036000e-03;2.080;0.040
-3.032000e-03;2.040;0.000
-3.028000e-03;2.040;0.020
-3.024000e-03;2.040;0.020
-3.020000e-03;2.000;0.000
-3.016000e-03;1.960;0.000
-3.012000e-03;1.960;-0.020
-3.008000e-03;1.960;0.000
-3.004000e-03;1.920;0.000
-3.000000e-03;1.920;0.020
-2.996000e-03;1.920;0.000
-2.992000e-03;1.880;0.000
-2.988000e-03;1.880;0.000
-2.984000e-03;1.880;0.000
-2.980000e-03;1.840;0.000
-2.976000e-03;1.840;0.020
-2.972000e-03;1.800;0.040
-2.968000e-03;1.840;0.000
-2.964000e-03;1.760;0.000
-2.960000e-03;1.760;0.000
-2.956000e-03;1.720;0.020
-2.952000e-03;1.720;0.000
-2.948000e-03;1.720;0.020
-2.944000e-03;1.720;-0.020
-2.940000e-03;1.720;-0.040
-2.936000e-03;1.720;0.000
-2.932000e-03;1.680;0.000
-2.928000e-03;1.680;0.000
-2.924000e-03;1.640;0.000
-2.920000e-03;1.600;0.000
-2.916000e-03;1.600;0.000
-2.912000e-03;1.560;0.000
-2.908000e-03;1.560;-0.040
-2.904000e-03;1.560;0.000
-2.900000e-03;1.520;0.000
-2.896000e-03;1.520;0.000
-2.892000e-03;1.520;0.000
-2.888000e-03;1.480;0.000
-2.884000e-03;1.480;0.000
-2.880000e-03;1.440;0.000
-2.876000e-03;1.440;-0.040
-2.872000e-03;1.400;0.020
-2.868000e-03;1.400;0.000
-2.864000e-03;1.360;0.000
-2.860000e-03;1.360;0.000
-2.856000e-03;1.360;-0.020
-2.852000e-03;1.360;0.000
-2.848000e-03;1.360;0.020
-2.844000e-03;1.320;0.020
-2.840000e-03;1.320;0.000
-2.836000e-03;1.280;0.000
-2.832000e-03;1.240;0.000
-2.828000e-03;1.240;-0.020
-2.824000e-03;1.240;0.000
-2.820000e-03;1.200;0.000
-2.816000e-03;1.200;0.000
-2.812000e-03;1.200;0.040
-2.808000e-03;1.160;0.000
